Brands,SKU,MPN,Name,Type,Description,Short description,Regular price,Sale price,Images,Categories,Tags,Position,Published,Is featured?,Visibility in catalog,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Shipping class,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,meta:_dtb_seo_title,meta:_dtb_seo_description
Columbia Tools,PTS,PTS,The Predator Tactical Set,simple,"<p>The NEW Predator Tactical Set makes moving to Automatic Taping Tools easy and includes the upgrade of the Columbia Predator Carbon Fibre Automatic Taper! Every taping tool you will need to completely finish a house comes packaged inside our durable, rugged Road Case. This set takes the guess work out of choosing the perfect drywall taping tools kit.</p>
<p>Note: Columbia Automatic boxes do not fit in Road Case.</p>
<h4>SET INCLUDES:</h4>
<ul>
<li>Road Case</li>
<li>Predator Automatic Taper</li>
<li>10″ Flat Box</li>
<li>12″ Flat Box</li>
<li>Matrix Handle</li>
<li>7″ Tomahawk</li>
<li>24″ Tomahawk</li>
<li>8″ Throttle Box</li>
<li>3″ Anglehead</li>
<li>Hot Mud Pump</li>
<li>Box Filler &amp; Gooseneck</li>
<li>Corner Roller</li>
<li>AHA</li>
<li>3″ Nail Spotter</li>
<li>Columbia One Handle and Columbia One EXT</li>
<li>Sander Head</li>
<li>Twist Lock Handle</li>
<li>Tomalock Adapter</li>
<li>Repair Kits: AH-RK, FFBR9-10, FFBR9-12, FFBR7-7A, CTR-1</li>
</ul>",The NEW Predator Tactical Set makes moving to Automatic Taping Tools easy and includes the upgrade of the Columbia Predator Carbon Fibre Automatic Taper! Every taping tool you will need to completely…,,,images/tool-sets/pts_01.webp|images/tool-sets/pts_02.webp,Drywall Finishing Tools > Columbia Tools > The Tool Sets,"Columbia Tools, PTS, Predator, Tactical, The Tool Sets",21,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,The Predator Tactical Set | PTS | Columbia Tools,Professional The Predator Tactical Set by Columbia Tools. The Tool Sets drywall taping tool for contractors.
Columbia Tools,TWS,TWS,The Warrior Set,simple,"<p>The New Columbia Warrior set takes the guess work out of starting off with Smoothing Blades. This set contains a variety of sizes that will help you complete most every smoothing blade job. From wiping down tapes, to fully coating walls and ceilings, and everything in between, this kit will have you covered.<br />
The Warrior Set comes with the Tomahawk essentials, as well as a convenient case to protect your investment. The case also makes it easy to get your set onto the job site. Columbia Tomahawk Smoothing Blades make easy work out of sanding and finishing.</p>
<h4>SET INCLUDES:</h4>
<ul>
<li>Gun Case</li>
<li>7″ Tomahawk</li>
<li>12″ Tomahawk</li>
<li>18″ Tomahawk</li>
<li>32″ Tomahawk</li>
<li>Tomalock Adaptor</li>
<li>Columbia One EXT Handle</li>
</ul>",The New Columbia Warrior set takes the guess work out of starting off with Smoothing Blades. This set contains a variety of sizes that will help you complete most every smoothing blade job. From…,,,images/tool-sets/tws_01.webp|images/tool-sets/tws_02.webp|images/tool-sets/tws_03.webp,Drywall Finishing Tools > Columbia Tools > The Tool Sets,"Columbia Tools, TWS, Warrior, The Tool Sets",23,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,The Warrior Set | TWS | Columbia Tools,Professional The Warrior Set by Columbia Tools. The Tool Sets drywall taping tool for contractors.
Columbia Tools,SBSET,SBSET,The Sabre Set,simple,"<p>The New Columbia Sabre set takes the guess work out of starting off with Smoothing Blades. Just like the Tomahawk Warrior set, this set contains a variety of sizes that will help you complete most every smoothing blade job. From wiping down tapes, to fully coating walls and ceilings, and everything in between, this kit will have you covered.</p>
<p>The Sabre Set comes with the Sabre essentials, as well as a convenient case to protect your investment. The case also makes it easy to get your set onto the job site. Columbia Sabre Smoothing Blades make easy work out of sanding and finishing.</p>
<h4>SET INCLUDES:</h4>
<ul>
<li>Sabre Case</li>
<li>10″ Sabre</li>
<li>16″ Sabre</li>
<li>24″ Sabre</li>
<li>32″ Sabre</li>
<li>Sabre Claw Adaptor</li>
<li>Sabre Pole</li>
</ul>","The New Columbia Sabre set takes the guess work out of starting off with Smoothing Blades. Just like the Tomahawk Warrior set, this set contains a variety of sizes that will help you complete most…",,,images/tool-sets/sbset_01.webp|images/tool-sets/sbset_02.webp,Drywall Finishing Tools > Columbia Tools > The Tool Sets,"Columbia Tools, SBSET, Sabre, The Tool Sets",25,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,The Sabre Set | SBSET | Columbia Tools,Professional The Sabre Set by Columbia Tools. The Tool Sets drywall taping tool for contractors.
Columbia Tools,,,Automatic Tapers,simple,<p>Automatic Tapers by Columbia Tools.</p>,Automatic Tapers by Columbia Tools.,,,images/automatic-tapers/img_01.webp,Drywall Finishing Tools > Columbia Tools > Automatic Tapers,"Columbia Tools, Automatic, Tapers, Automatic Tapers",27,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Automatic Tapers |  | Columbia Tools,Professional Automatic Tapers by Columbia Tools. Automatic Tapers drywall taping tool for contractors.
Columbia Tools,PTAPER,PTAPER,Columbia One Predator Taper,simple,"<p>The Predator is the world’s first Carbon Fiber Taper and the benefits that come with this are endless. The Columbia Taper is a precision built tool that has been perfected over 38 years, but now it is also significantly lighter than all other tapers on the market and dent proof. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to our easy to remove cap for cleaning, this tool will not let you down. Stainless steel side plates and cable drum and creaser arms offer a lifetime of corrosion resistance. The Patent Pending Pump Action cutting sleeve gives the operator a smoother glide over teflon bearings, superb grip and the pull ring is great for higher ceilings. The Predator maintains it’s stable temperature and remains warm to the touch. Every taper comes standard with an adjustable brake and quick release for tape changing. The Titanium pull rod is just another detail that adds style and edge to this innovative, unique taper. If you are serious about taping and care how a taper feels and performs this is the one for you.</p>
<h4>FEATURES:</h4>
<ul>
<li>Handmade from Carbon Fiber and steel components</li>
<li>Titanium pull rod</li>
<li>Adjustable Brake</li>
<li>Quick release for tape changing</li>
<li>Reduced Drag system for corners</li>
<li>Stainless steel side plates, creaser arms and cable drum</li>
<li>Quick release cap</li>
<li>NEW Very smooth Patent Pending Pump Action cutting system with a roller chain</li>
<li>53″ in length</li>
<li>Machined in our state of the art factory in Canada</li>
</ul>
<h4>DOWNLOADS:</h4>
<p><br />
<br />
<br />
</p>","The Predator is the world’s first Carbon Fiber Taper and the benefits that come with this are endless. The Columbia Taper is a precision built tool that has been perfected over 38 years, but now it…",,,images/automatic-tapers/ptaper_01.webp|images/automatic-tapers/ptaper_02.webp|images/automatic-tapers/ptaper_03.webp|images/automatic-tapers/ptaper_04.webp,Drywall Finishing Tools > Columbia Tools > Automatic Tapers,"Columbia Tools, PTAPER, Columbia, Predator, Taper, Automatic Tapers",29,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia One Predator Taper | PTAPER | Columbia Tools,Professional Columbia One Predator Taper by Columbia Tools. Automatic Tapers drywall taping tool for contractors.
Columbia Tools,TAPER,TAPER,Automatic Taper,simple,"<p>The Columbia Automatic Taper is a precision built tool that has been perfected over 40 years. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to any easy to remove cap for cleaning, this tool will not let you down. A hard anodized tube eliminates the track lines that occur on so many other tools. Stainless steel side plates and cable drum and creaser arms offer a lifetime of corrosion resistance. The NEW Patent Pending Pump Action Sleeve gives the operator the smoothest cut on the market and the pull ring is great for higher ceilings. Every taper comes standard with an adjustable brake and quick release for tape changing. If you are serious about taping and care how a taper feels and performs this is the one for you.</p>
<h4>FEATURES:</h4>
<ul>
<li>Handmade from U.S. billet aluminum and steel components</li>
<li>Machined in our state of the art facility in Canada</li>
<li>Now with NEW Pump Action Sleeve – smoothest cutting sleeve on the market</li>
<li>Adjustable Brake</li>
<li>Quick release for tape changing</li>
<li>Zero Drag system for corners</li>
<li>Hard anodized tube</li>
<li>Stainless steel side plates, creaser arms and cable drum</li>
<li>Quick release cap</li>
</ul>
<h4>DOWNLOADS:</h4>
<p><br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />
</p>",The Columbia Automatic Taper is a precision built tool that has been perfected over 40 years. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to any…,,,images/automatic-tapers/taper_01.webp|images/automatic-tapers/taper_02.webp|images/automatic-tapers/taper_03.webp|images/automatic-tapers/taper_04.webp|images/automatic-tapers/taper_05.webp|images/automatic-tapers/taper_06.webp,Drywall Finishing Tools > Columbia Tools > Automatic Tapers,"Columbia Tools, TAPER, Automatic, Automatic Tapers",31,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Automatic Taper | TAPER | Columbia Tools,Professional Automatic Taper by Columbia Tools. Automatic Tapers drywall taping tool for contractors.
Columbia Tools,STAPER,STAPER,Sawed Off Taper,variable,"<p>The Columbia Automatic Taper is a precision built tool that is back by popular demand. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to any easy to remove cap for cleaning, this tool will not let you down. A hard anodized tube eliminates the track lines that occur on so many other tools. Stainless steel side plates and cable drum and creaser arms offer a lifetime of corrosion resistance. Every taper comes standard with an adjustable brake and quick release for tape changing. At 39″, this taper is perfect for tight spaces such as stairwells, closets, scaffold and low ceilings. If you are serious about taping and care how a taper feels and performs this is the one for you.</p>
<h4>FEATURES:</h4>
<ul>
<li>39″ compared to a regular taper at 53″</li>
<li>Holds a 500ft roll of standard tape</li>
<li>Handmade from U.S. billet aluminum and steel components</li>
<li>Machined in our state of the art facility in Canada</li>
<li>Now with NEW Pump Action Sleeve – smoothest cutting sleeve on the market</li>
<li>Adjustable Brake</li>
<li>Quick release for tape changing</li>
<li>Zero Drag system for corners</li>
<li>Hard anodized tube</li>
<li>Stainless steel side plates, creaser arms and cable drum</li>
<li>Quick release cap</li>
</ul>
<h4>DOWNLOADS:</h4>
<p><br />
<br />
<br />
<br />
<br />
<br />
</p>",The Columbia Automatic Taper is a precision built tool that is back by popular demand. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to any easy to…,,,images/automatic-tapers/staper_01.webp|images/automatic-tapers/staper_02.webp|images/automatic-tapers/staper_03.webp|images/automatic-tapers/staper_04.webp|images/automatic-tapers/staper_05.webp,Drywall Finishing Tools > Columbia Tools > Automatic Tapers,"Columbia Tools, STAPER, SPTAPER, Sawed, Taper, Automatic Tapers",33,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,SKU,STAPER|SPTAPER,1,1,Sawed Off Taper | STAPER | Columbia Tools,Professional Sawed Off Taper by Columbia Tools. Automatic Tapers drywall taping tool for contractors.
Columbia Tools,STAPER,STAPER,Sawed Off Taper – STAPER,variation,,,,,images/automatic-tapers/staper_01.webp|images/automatic-tapers/staper_02.webp|images/automatic-tapers/staper_03.webp|images/automatic-tapers/staper_04.webp|images/automatic-tapers/staper_05.webp,Drywall Finishing Tools > Columbia Tools > Automatic Tapers,"Columbia Tools, STAPER, SPTAPER, Sawed, Taper, Automatic Tapers",34,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,STAPER,,,,,,SKU,STAPER,1,1,,
Columbia Tools,SPTAPER,SPTAPER,Sawed Off Taper – SPTAPER,variation,,,,,images/automatic-tapers/staper_01.webp|images/automatic-tapers/staper_02.webp|images/automatic-tapers/staper_03.webp|images/automatic-tapers/staper_04.webp|images/automatic-tapers/staper_05.webp,Drywall Finishing Tools > Columbia Tools > Automatic Tapers,"Columbia Tools, STAPER, SPTAPER, Sawed, Taper, Automatic Tapers",35,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,STAPER,,,,,,SKU,SPTAPER,1,1,,
Columbia Tools,,,SUGGESTED SETS,simple,<p>SUGGESTED SETS by Columbia Tools.</p>,SUGGESTED SETS by Columbia Tools.,,,images/suggested-tool-sets/img_01.webp|images/suggested-tool-sets/img_02.webp|images/suggested-tool-sets/img_03.webp|images/suggested-tool-sets/img_04.webp|images/suggested-tool-sets/img_05.webp|images/suggested-tool-sets/img_06.webp|images/suggested-tool-sets/img_07.webp,Drywall Finishing Tools > Columbia Tools > Suggested Tool Sets,"Columbia Tools, SUGGESTED, SETS, Suggested Tool Sets",37,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,SUGGESTED SETS |  | Columbia Tools,Professional SUGGESTED SETS by Columbia Tools. Suggested Tool Sets drywall taping tool for contractors.
Columbia Tools,,,Pumps,simple,<p>Pumps by Columbia Tools.</p>,Pumps by Columbia Tools.,,,images/pumps/img_01.webp,Drywall Finishing Tools > Columbia Tools > Pumps,"Columbia Tools, Pumps",39,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Pumps |  | Columbia Tools,Professional Pumps by Columbia Tools. Pumps drywall taping tool for contractors.
Columbia Tools,TBMP,TBMP,Tall Boy Mud Pump,simple,"<p>We are very proud to offer this tool. After using it, people agree they would never go back to the standard pump again. The Tallboy is a mud pump that will allow you to stand upright while filling your tools. The extra height also allows for use in a 30 gallon pale for those who want to cut down on mixing time.</p>
<h4>FEATURES:</h4>
<ul>
<li>Ergonomically superior</li>
<li>20 degree angled handle makes pumping easier and more comfortable</li>
<li>User can see when taper is full when using goose neck</li>
<li>Saves physical stress and energy</li>
<li>Moveable bracket to fit all 5 gallon pails</li>
</ul>
<h4>DOWNLOADS:</h4>
<p><br />
<br />
<br />
<br />
<br />
</p>","We are very proud to offer this tool. After using it, people agree they would never go back to the standard pump again. The Tallboy is a mud pump that will allow you to stand upright while filling…",,,images/pumps/tbmp_01.webp|images/pumps/tbmp_02.webp,Drywall Finishing Tools > Columbia Tools > Pumps,"Columbia Tools, TBMP, Tall, Pump, Pumps",41,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Tall Boy Mud Pump | TBMP | Columbia Tools,Professional Tall Boy Mud Pump by Columbia Tools. Pumps drywall taping tool for contractors.
Columbia Tools,HMP,HMP,Mud Pump,simple,"<p>What a workhorse this tool is. Built to perform in the toughest environment, our pump smoothly and quickly fills your tools. With a 20 degree angle, the handle acts as a lever and keeps the operator from having to reach as far as other models on the market.</p>
<h4>FEATURES:</h4>
<ul>
<li>20 degree angled handle makes pumping easier and more comfortable</li>
<li>Hand made from U.S. billet aluminum and steel components</li>
<li>Machined in our state of the art facility in Canada</li>
</ul>
<h4>DOWNLOADS:</h4>
<p><br />
<br />
<br />
<br />
<br />
<br />
<br />
</p>","What a workhorse this tool is. Built to perform in the toughest environment, our pump smoothly and quickly fills your tools. With a 20 degree angle, the handle acts as a lever and keeps the operator…",,,images/pumps/hmp_01.webp|images/pumps/hmp_02.webp,Drywall Finishing Tools > Columbia Tools > Pumps,"Columbia Tools, HMP, Pump, Pumps",43,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Mud Pump | HMP | Columbia Tools,Professional Mud Pump by Columbia Tools. Pumps drywall taping tool for contractors.
Columbia Tools,GN,GN,Gooseneck,variable,"<p>Available in our regular and Tallboy, these stainless steel attachments are tough and effective. Rubber covers on the horseshoe protect your taper while being filled.</p>
<h4>FEATURES:</h4>
<ul>
<li>Tig welded stainless steel</li>
<li>Rubber coated horseshoe</li>
<li>Hand made from U.S. billet aluminum and steel components</li>
<li>Machined in our state of the art facility in Canada</li>
</ul>
<h4>DOWNLOADS:</h4>
<p><br />
</p>","Available in our regular and Tallboy, these stainless steel attachments are tough and effective. Rubber covers on the horseshoe protect your taper while being filled. FEATURES: Tig welded stainless…",,,images/pumps/gn_01.webp|images/pumps/gn_02.webp,Drywall Finishing Tools > Columbia Tools > Pumps,"Columbia Tools, GN, TBGN, Gooseneck, Pumps",45,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,SKU,GN|TBGN,1,1,Gooseneck | GN | Columbia Tools,Professional Gooseneck by Columbia Tools. Pumps drywall taping tool for contractors.
Columbia Tools,GN,GN,Gooseneck – GN,variation,,,,,images/pumps/gn_01.webp|images/pumps/gn_02.webp,Drywall Finishing Tools > Columbia Tools > Pumps,"Columbia Tools, GN, TBGN, Gooseneck, Pumps",46,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,GN,,,,,,SKU,GN,1,1,,
Columbia Tools,TBGN,TBGN,Gooseneck – TBGN,variation,,,,,images/pumps/gn_01.webp|images/pumps/gn_02.webp,Drywall Finishing Tools > Columbia Tools > Pumps,"Columbia Tools, GN, TBGN, Gooseneck, Pumps",47,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,GN,,,,,,SKU,TBGN,1,1,,
Columbia Tools,BF,BF,Box Filler,variable,"<p>Available for both our regular and Tallboy pumps, these aluminum and stainless steel attachments are tough and effective. The Box Filler makes filling your Flat Boxes, Nail Spotters and Corner Boxes a dream.</p>
<h4>FEATURES:</h4>
<ul>
<li>Attaches to either Columbia Mud Pump to fill boxes</li>
<li>Hand made from U.S. billet aluminum and steel components</li>
<li>Machined in our state of the art facility in Canada</li>
</ul>
<h4>DOWNLOADS:</h4>
<p><br />
</p>","Available for both our regular and Tallboy pumps, these aluminum and stainless steel attachments are tough and effective. The Box Filler makes filling your Flat Boxes, Nail Spotters and Corner Boxes…",,,images/pumps/bf_01.webp|images/pumps/bf_02.webp,Drywall Finishing Tools > Columbia Tools > Pumps,"Columbia Tools, BF, TBBF, Filler, Pumps",49,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,SKU,BF|TBBF,1,1,Box Filler | BF | Columbia Tools,Professional Box Filler by Columbia Tools. Pumps drywall taping tool for contractors.
Columbia Tools,BF,BF,Box Filler – BF,variation,,,,,images/pumps/bf_01.webp|images/pumps/bf_02.webp,Drywall Finishing Tools > Columbia Tools > Pumps,"Columbia Tools, BF, TBBF, Filler, Pumps",50,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,BF,,,,,,SKU,BF,1,1,,
Columbia Tools,TBBF,TBBF,Box Filler – TBBF,variation,,,,,images/pumps/bf_01.webp|images/pumps/bf_02.webp,Drywall Finishing Tools > Columbia Tools > Pumps,"Columbia Tools, BF, TBBF, Filler, Pumps",51,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,BF,,,,,,SKU,TBBF,1,1,,
Columbia Tools,CPFP,CPFP,Columbia X Graco PowerFill 3.5,simple,"<p>Note: This product is not eligible for rebates, wholesale pricing, or discounts and is only available in North America.</p>
<p style=""font-weight: 400;"" data-ogsb=""white""><span data-ogsc=""black"">Columbia Tools has partnered with Graco to bring you a Columbia Tools branded version of their already successful cordless powered loading pump for Columbia customers. The Columbia X Graco PowerFill is designed to fill all automatic taping and finishing tools with ease. The PowerFill system completely eliminates the need for manual pumping, allowing you to fill with just the push of a button.</span></p>
<p style=""font-weight: 400;"" data-ogsb=""white""><span data-ogsc=""black"">Say Goodbye to Hand Pumping. The single-button pumping mechanism reduces fatigue and minimizes the risk of injury associated with manual pumps. With a flow rate of up to 3.5 gpm, you can fill tools lightning-fast, and with the capability to pump up to 55 gallons on a single battery charge, you&rsquo;ll have all-day performance. Plus, it&rsquo;s programmable to automatically refill tools with Precision Fill.</span></p>
<p style=""font-weight: 400;"" data-ogsb=""white""><span data-ogsc=""black"">Bucket not included.</span></p>
<p style=""font-weight: 400;"" data-ogsb=""white""><strong><span data-ogsc=""black"">Features</span></strong></p>
<ul style=""font-weight: 400;"">
<li data-ogsc=""black"" data-ogsb=""white"">SmartControl Pro with Programmable Precision Fill: Automatically refills your tools to your preset level.</li>
<li data-ogsc=""black"" data-ogsb=""white"">One Button Pumping: Eliminates fatigue and potential injuries.</li>
<li data-ogsc=""black"" data-ogsb=""white"">Hands-Free Continuous Run Mode: Ideal for transferring large quantities of material or self-cleaning.</li>
<li data-ogsc=""black"" data-ogsb=""white"">Hi-Rise Fill Tube: Allows you to fill tools while standing upright, protecting your back and reducing fatigue. The tube rotates to position the outlet where needed, including above buckets to save space and contain drips.</li>
<li data-ogsc=""black"" data-ogsb=""white"">Includes Filler Attachments: Designed for angle and flat boxes.</li>
</ul>
<p style=""font-weight: 400;"" data-ogsb=""white""><strong><span data-ogsc=""black"">Powerstroke Pump</span></strong></p>
<ul style=""font-weight: 400;"">
<li data-ogsc=""black"" data-ogsb=""white"">4X Life vs. Manual Pumps: Built for exceptional durability.</li>
<li data-ogsc=""black"" data-ogsb=""white"">Fastest Tool Fills: Pumps up to 3.5 gpm for efficient filling.</li>
<li data-ogsc=""black"" data-ogsb=""white"">Maintenance Free: Tool-less access for easy cleaning of the pump cylinder, inlet, and filter.</li>
</ul>
<p style=""font-weight: 400;"" data-ogsb=""white""><strong><span data-ogsc=""black"">ProConnect Pump and Removable Powerhead</span></strong></p>
<ul style=""font-weight: 400;"">
<li data-ogsc=""black"" data-ogsb=""white"">No-Tools Pump and Powerhead Removal: Easily detach the powerhead for storage and quick cleaning.</li>
</ul>
<p style=""font-weight: 400;"" data-ogsb=""white""><strong><span data-ogsc=""black"">Powered by DEWALT&reg;</span></strong></p>
<ul style=""font-weight: 400;"">
<li data-ogsc=""black"" data-ogsb=""white"">Compatible with any 20V MAX Lithium-Ion DEWALT Battery: Pumps up to 55 gallons per charge for reliable all-day use.</li>
</ul>
<p style=""font-weight: 400;"" data-ogsb=""white""><strong><span data-ogsc=""black"">Adjustable Bucket Stabilizer</span></strong></p>
<ul style=""font-weight: 400;"">
<li data-ogsc=""black"" data-ogsb=""white"">No-Tools Adjustment: Fits most buckets and containers.</li>
<li data-ogsc=""black"" data-ogsb=""white"">Oversized Foot Bracket and Stabilizer Arm: Keeps the pump secure and stable.</li>
<li data-ogsc=""black"" data-ogsb=""white"">Convertible Outlet: Change from right to left-sided pump outlet in minutes</li>
</ul>
<p style=""font-weight: 400;"" data-ogsb=""white""><strong><span data-ogsc=""black"">Specifications</span></strong></p>
<ul style=""font-weight: 400;"">
<li data-ogsc=""black"" data-ogsb=""white"">Version: 26B418</li>
<li data-ogsc=""black"" data-ogsb=""white"">Max GPM (lpm): 3.5 (13.2)</li>
<li data-ogsc=""black"" data-ogsb=""white"">Weight Lbs (Kg): 17 (7.7)</li>
<li data-ogsc=""black"" data-ogsb=""white"">Pump: PowerStroke</li>
<li data-ogsc=""black"" data-ogsb=""white"">Power/Battery: (1) DEWALT 20V MAX* COMPACT 2.0 ah Lithium-Ion Batteries and (1) Charger</li>
<li data-ogsc=""black"" data-ogsb=""white"">Pump Outlet: Hi-Rise Fill Tube w/Box Filler</li>
<li data-ogsc=""black"" data-ogsb=""white"">Precision Fill: Yes</li>
<li data-ogsc=""black"" data-ogsb=""white"">Inlet Filter: Tool-less, 10 Mesh (1)</li>
<li data-ogsc=""black"" data-ogsb=""white"">Adjustable Flow: Yes</li>
<li data-ogsc=""black"" data-ogsb=""white"">Fits Container: Adjustable up to 5 (7-15″ Bucket Height Range)</li>
</ul>
<p style=""font-weight: 400;"" data-ogsb=""white""><strong><span data-ogsc=""black"">Individual Part Numbers:</span></strong></p>
<p style=""font-weight: 400;"" data-ogsb=""white""><span data-ogsc=""black"">&nbsp;</span></p>
<p style=""font-weight: 400;"" data-ogsb=""white""><span data-ogsc=""black"">CPFP – Columbia PowerFill Pump (comes with box filler)</span></p>
<p style=""font-weight: 400;"" data-ogsb=""white""><span data-ogsc=""black"">CPFGN – Columbia PowerFill Gooseneck (sold seperately)</span></p>","Note: This product is not eligible for rebates, wholesale pricing, or discounts and is only available in North America. Columbia Tools has partnered with Graco to bring you a Columbia Tools branded…",,,images/pumps/cpfp_01.webp|images/pumps/cpfp_02.webp,Drywall Finishing Tools > Columbia Tools > Pumps,"Columbia Tools, CPFP, Columbia, Graco, PowerFill, Pumps",53,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia X Graco PowerFill 3.5 | CPFP | Columbia Tools,Professional Columbia X Graco PowerFill 3.5 by Columbia Tools. Pumps drywall taping tool for contractors.
Columbia Tools,,,Tool Cases,simple,<p>Tool Cases by Columbia Tools.</p>,Tool Cases by Columbia Tools.,,,images/tool-cases/img_01.webp,Drywall Finishing Tools > Columbia Tools > Tool Cases,"Columbia Tools, Tool, Cases, Tool Cases",55,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Tool Cases |  | Columbia Tools,Professional Tool Cases by Columbia Tools. Tool Cases drywall taping tool for contractors.
Columbia Tools,RC,RC,The Road Case,simple,"<p>The highly requested Columbia Road Case has an extremely durable design to protect your tools on the job. Built to take the abuses of travel, and wear and tear from job sites, the Road Case comes equipped with rubber feet, rolling wheels and ergonomic handles. This case will hold a full set of Columbia tools, including a pump!</p>
<p>Note: Columbia Automatic boxes do not fit in Road Case.</p>
<h4>FEATURES:</h4>
<ul>
<li>Most durable tool case on the market</li>
<li>Rolling wheels</li>
<li>Ergonomical handles on front and side for easy carrying and rolling</li>
<li>Rubber feet on bottom for protection and easy grip</li>
<li>Latches have locking capabilities</li>
<li>Measurements: 17&rdquo;x9&rdquo;x57&rdquo;</li>
</ul>","The highly requested Columbia Road Case has an extremely durable design to protect your tools on the job. Built to take the abuses of travel, and wear and tear from job sites, the Road Case comes…",,,images/tool-cases/rc_01.webp|images/tool-cases/rc_02.webp|images/tool-cases/rc_03.webp|images/tool-cases/rc_04.webp,Drywall Finishing Tools > Columbia Tools > Tool Cases,"Columbia Tools, RC, Road, Case, Tool Cases",57,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,The Road Case | RC | Columbia Tools,Professional The Road Case by Columbia Tools. Tool Cases drywall taping tool for contractors.
Columbia Tools,TCS,TCS,The Semi-Automatic Case,simple,"<p>Lightweight, but extremely durable, Columbia’s Semi-Automatic case can accommodate a complete semi-automatic set of tools. With the egg-shell foam inside, the case secures the tools in place when it is latched closed. The Semi-Automatic case is also useful for storage of the Columbia Tomahawk Smoothing Blades (up to 40″). Not intended for automatic tools.</p>
<h4>FEATURES:</h4>
<ul>
<li>Fits a full set of Columbia Semi Automatic Tools</li>
<li>Eggshell foam for support</li>
<li>4 lock latches</li>
<li>Combination of piano-style and brass hinges for storage safety when locked</li>
<li>Measurements: 53.4″ x 16.5″ x 4.5″</li>
<li>Made in North America</li>
</ul>","Lightweight, but extremely durable, Columbia’s Semi-Automatic case can accommodate a complete semi-automatic set of tools. With the egg-shell foam inside, the case secures the tools in place when it…",,,images/tool-cases/tcs_01.webp|images/tool-cases/tcs_02.webp,Drywall Finishing Tools > Columbia Tools > Tool Cases,"Columbia Tools, TCS, SemiAutomatic, Case, Tool Cases",59,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,The Semi-Automatic Case | TCS | Columbia Tools,Professional The Semi-Automatic Case by Columbia Tools. Tool Cases drywall taping tool for contractors.
Columbia Tools,,,Smoothing Blades,simple,<p>Smoothing Blades by Columbia Tools.</p>,Smoothing Blades by Columbia Tools.,,,images/smoothing-blades/img_01.webp,Drywall Finishing Tools > Columbia Tools > Smoothing Blades,"Columbia Tools, Smoothing, Blades, Smoothing Blades",61,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Smoothing Blades |  | Columbia Tools,Professional Smoothing Blades by Columbia Tools. Smoothing Blades drywall taping tool for contractors.
