ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Meta: search_keywords,Meta: seo_title,Meta: seo_description,Meta: seo_canonical,Meta: seo_robots,Meta: seo_focus_keyword,Meta: seo_secondary_keywords,Meta: schema_brand,Meta: schema_mpn,Meta: schema_condition,Meta: _dtb_brand_key,Meta: _dtb_brand_label,Meta: _dtb_product_kind,Meta: _dtb_commerce_mode,Meta: _dtb_category_key,Meta: _dtb_display_category_key,Meta: _dtb_is_parts,Meta: _dtb_parent_product_sku,Meta: _dtb_variation_axis,Meta: _dtb_variation_value,Meta: _dtb_variation_label,Meta: _dtb_default_variation_sku,Meta: _dtb_variation_sort,Meta: _dtb_inherit_parent_image,Meta: _dtb_schematic_brand,Meta: _dtb_schematic_group,Meta: _dtb_schematic_position,Meta: _dtb_replacement_part_for,Meta: _dtb_compatible_tool_skus,Meta: _dtb_validation_status,Meta: _dtb_validation_errors,Meta: _dtb_brand,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,variation,ICA2-1,,"Columbia Billet Mud Applicator - Inside Corner - 2 Wheels - 1""",1,0,visible,"The Inside Corner - 2 Wheels - 1"" Columbia Billet Mud Applicator delivers professional-grade drywall finishing performance. The Columbia Billet Mud Applicator is precision-machined from solid billet aluminum to apply joint compound to corner be.","<p>Precision-machined from solid billet aluminum, the Columbia Billet Mud Applicator delivers the consistent compound application that hand mudding simply cannot match. Each applicator is designed for a specific corner geometry, ensuring perfect compound coverage on every profile type.</p>
<ul>
<li><strong>Billet Aluminum Construction</strong>: CNC-machined from solid stock for dimensional accuracy and long service life</li>
<li><strong>Two-Way Internal Corner (4-Wheel)</strong>: Simultaneously applies both legs of inside corners in a single pass</li>
<li><strong>Inside Corner Models</strong>: 2-Wheel 1″ and 4-Wheel 1″ for standard inside 90° bead application</li>
<li><strong>External 90° Model</strong>: Precision compound delivery to outside corner bead profiles</li>
<li><strong>Flat Model</strong>: For applying compound to flat trim and L-bead profiles</li>
<li><strong>Available Configurations</strong>: Two-Way Internal Corner 4-Wheel, Inside Corner 2-Wheel 1″, Inside Corner 4-Wheel 1″, External 90°, Flat</li>
</ul>
<p>Compatible with Columbia Gooseneck and Pump systems for full production-line bead application workflows.</p>",,,taxable,,1,,,0,0,,,,,0,,,49.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ica21_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ica21_02.webp",,,COL-BILLET-MUD-APPLICATOR,,,,,,2,Columbia Tools,Applicator Type,"Inside Corner - 2 Wheels - 1""",1,0,,"ICA2-1, Columbia Billet Mud Applicator - Inside Corner - 2 Wheels - 1"", Columbia Tools","Columbia Billet Mud Applicator - Inside Corner - 2 Wheels - 1""","Shop Columbia Billet Mud Applicator - Inside Corner - 2 Wheels - 1"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Billet Mud Applicator - Inside Corner - 2 Wheels - 1""","Columbia Tools, drywall tools, ICA2-1",Columbia Tools,ICA2-1,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-BILLET-MUD-APPLICATOR,Applicator Type,"Inside Corner - 2 Wheels - 1""","Inside Corner - 2 Wheels - 1""",,2,1,,,,,,official-brand-catalog-price-validated,,Columbia Tools,,,,
,variation,ICA4-1,,"Columbia Billet Mud Applicator - Inside Corner - 4 Wheels - 1""",1,0,visible,"The Inside Corner - 4 Wheels - 1"" Columbia Billet Mud Applicator delivers professional-grade drywall finishing performance. The Columbia Billet Mud Applicator is precision-machined from solid billet aluminum to apply joint compound to corner be.","<p>Precision-machined from solid billet aluminum, the Columbia Billet Mud Applicator delivers the consistent compound application that hand mudding simply cannot match. Each applicator is designed for a specific corner geometry, ensuring perfect compound coverage on every profile type.</p>
<ul>
<li><strong>Billet Aluminum Construction</strong>: CNC-machined from solid stock for dimensional accuracy and long service life</li>
<li><strong>Two-Way Internal Corner (4-Wheel)</strong>: Simultaneously applies both legs of inside corners in a single pass</li>
<li><strong>Inside Corner Models</strong>: 2-Wheel 1″ and 4-Wheel 1″ for standard inside 90° bead application</li>
<li><strong>External 90° Model</strong>: Precision compound delivery to outside corner bead profiles</li>
<li><strong>Flat Model</strong>: For applying compound to flat trim and L-bead profiles</li>
<li><strong>Available Configurations</strong>: Two-Way Internal Corner 4-Wheel, Inside Corner 2-Wheel 1″, Inside Corner 4-Wheel 1″, External 90°, Flat</li>
</ul>
<p>Compatible with Columbia Gooseneck and Pump systems for full production-line bead application workflows.</p>",,,taxable,,1,,,0,0,,,,,0,,,63.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ica41_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ica41_02.webp",,,COL-BILLET-MUD-APPLICATOR,,,,,,3,Columbia Tools,Applicator Type,"Inside Corner - 4 Wheels - 1""",1,0,,"ICA4-1, Columbia Billet Mud Applicator - Inside Corner - 4 Wheels - 1"", Columbia Tools","Columbia Billet Mud Applicator - Inside Corner - 4 Wheels - 1""","Shop Columbia Billet Mud Applicator - Inside Corner - 4 Wheels - 1"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Billet Mud Applicator - Inside Corner - 4 Wheels - 1""","Columbia Tools, drywall tools, ICA4-1",Columbia Tools,ICA4-1,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-BILLET-MUD-APPLICATOR,Applicator Type,"Inside Corner - 4 Wheels - 1""","Inside Corner - 4 Wheels - 1""",,3,1,,,,,,official-brand-catalog-price-validated,,Columbia Tools,,,,
,variation,CEXT90,,Columbia Billet Mud Applicator - External 90,1,0,visible,The External 90 Columbia Billet Mud Applicator delivers professional-grade drywall finishing performance. The Columbia Billet Mud Applicator is precision-machined from solid billet aluminum to apply joint compound to corner be.,"<p>Precision-machined from solid billet aluminum, the Columbia Billet Mud Applicator delivers the consistent compound application that hand mudding simply cannot match. Each applicator is designed for a specific corner geometry, ensuring perfect compound coverage on every profile type.</p>
<ul>
<li><strong>Billet Aluminum Construction</strong>: CNC-machined from solid stock for dimensional accuracy and long service life</li>
<li><strong>Two-Way Internal Corner (4-Wheel)</strong>: Simultaneously applies both legs of inside corners in a single pass</li>
<li><strong>Inside Corner Models</strong>: 2-Wheel 1″ and 4-Wheel 1″ for standard inside 90° bead application</li>
<li><strong>External 90° Model</strong>: Precision compound delivery to outside corner bead profiles</li>
<li><strong>Flat Model</strong>: For applying compound to flat trim and L-bead profiles</li>
<li><strong>Available Configurations</strong>: Two-Way Internal Corner 4-Wheel, Inside Corner 2-Wheel 1″, Inside Corner 4-Wheel 1″, External 90°, Flat</li>
</ul>
<p>Compatible with Columbia Gooseneck and Pump systems for full production-line bead application workflows.</p>",,,taxable,,1,,,0,0,,,,,0,,,98.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_cext90_01.webp,,,COL-BILLET-MUD-APPLICATOR,,,,,,4,Columbia Tools,Applicator Type,External 90,1,0,,"CEXT90, Columbia Billet Mud Applicator - External 90, Columbia Tools",Columbia Billet Mud Applicator - External 90,"Shop Columbia Billet Mud Applicator - External 90, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Billet Mud Applicator - External 90,"Columbia Tools, drywall tools, CEXT90",Columbia Tools,CEXT90,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-BILLET-MUD-APPLICATOR,Applicator Type,External 90,External 90,,4,1,,,,,,official-brand-catalog-price-validated,,Columbia Tools,,,,
,variation,CFLT,,Columbia Billet Mud Applicator - Flat,1,0,visible,The Flat Columbia Billet Mud Applicator delivers professional-grade drywall finishing performance. The Columbia Billet Mud Applicator is precision-machined from solid billet aluminum to apply joint compound to corner be.,"<p>Precision-machined from solid billet aluminum, the Columbia Billet Mud Applicator delivers the consistent compound application that hand mudding simply cannot match. Each applicator is designed for a specific corner geometry, ensuring perfect compound coverage on every profile type.</p>
<ul>
<li><strong>Billet Aluminum Construction</strong>: CNC-machined from solid stock for dimensional accuracy and long service life</li>
<li><strong>Two-Way Internal Corner (4-Wheel)</strong>: Simultaneously applies both legs of inside corners in a single pass</li>
<li><strong>Inside Corner Models</strong>: 2-Wheel 1″ and 4-Wheel 1″ for standard inside 90° bead application</li>
<li><strong>External 90° Model</strong>: Precision compound delivery to outside corner bead profiles</li>
<li><strong>Flat Model</strong>: For applying compound to flat trim and L-bead profiles</li>
<li><strong>Available Configurations</strong>: Two-Way Internal Corner 4-Wheel, Inside Corner 2-Wheel 1″, Inside Corner 4-Wheel 1″, External 90°, Flat</li>
</ul>
<p>Compatible with Columbia Gooseneck and Pump systems for full production-line bead application workflows.</p>",,,taxable,,1,,,0,0,,,,,0,,,60.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_cflt_01.webp,,,COL-BILLET-MUD-APPLICATOR,,,,,,5,Columbia Tools,Applicator Type,Flat,1,0,,"CFLT, Columbia Billet Mud Applicator - Flat, Columbia Tools",Columbia Billet Mud Applicator - Flat,"Shop Columbia Billet Mud Applicator - Flat, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Billet Mud Applicator - Flat,"Columbia Tools, drywall tools, CFLT",Columbia Tools,CFLT,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-BILLET-MUD-APPLICATOR,Applicator Type,Flat,Flat,,5,1,,,,,,official-brand-catalog-price-validated,,Columbia Tools,,,,
,variable,COL-BOX-FILLER,,Columbia Box Filler,1,0,visible,The Columbia Box Filler quickly charges flat finishing boxes with joint compound directly from the bucket — eliminating messy hand-loading and keeping production moving. Available in Standard and Tall Boy configurations for different bucket depths.,"<p>The Columbia Box Filler is the worksite essential that keeps finishing crews productive by rapidly transferring joint compound from bucket to flat box. Designed for clean, efficient loading without compound waste or spillage.</p>
<ul>
<li><strong>Rapid Compound Transfer</strong>: Fills flat boxes in seconds — eliminates the downtime of hand-loading</li>
<li><strong>Precision-Fit Nozzle</strong>: Mates securely with Columbia flat box fill ports for clean, drip-free loading</li>
<li><strong>Standard Configuration</strong>: For standard bucket depths — the everyday workhorse filler</li>
<li><strong>Tall Boy Configuration</strong>: Extended barrel reaches the bottom of 5-gallon pails without tilting</li>
<li><strong>Durable Aluminum Body</strong>: Resists the alkaline environment of joint compound for long service life</li>
</ul>
<p>Part of the Columbia Taping Tools integrated finishing system — pairs seamlessly with Columbia flat boxes, pumps, and gooseneck accessories.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > Columbia Tools > Pumps & Adapters,"Columbia,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_bf_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_tbbf_01.webp",,,,,,,,,15,Columbia Tools,Model,"Standard, Tall Boy",1,0,Standard,"DTB-COL-BOX-FILLER, Columbia Box Filler, Columbia Tools",Columbia Box Filler,"Shop Columbia Box Filler, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Box Filler,"Columbia Tools, drywall tools, DTB-COL-BOX-FILLER",Columbia Tools,,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,pumps-and-adapters,pumps-and-adapters,0,,,,,BF,,0,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,
,variation,BF,,Columbia Box Filler - Standard,1,0,visible,The Standard Columbia Box Filler delivers professional-grade drywall finishing performance. The Columbia Box Filler quickly charges flat finishing boxes with joint compound directly from the bucket — eliminating .,"<p>The Columbia Box Filler is the worksite essential that keeps finishing crews productive by rapidly transferring joint compound from bucket to flat box. Designed for clean, efficient loading without compound waste or spillage.</p>
<ul>
<li><strong>Rapid Compound Transfer</strong>: Fills flat boxes in seconds — eliminates the downtime of hand-loading</li>
<li><strong>Precision-Fit Nozzle</strong>: Mates securely with Columbia flat box fill ports for clean, drip-free loading</li>
<li><strong>Standard Configuration</strong>: For standard bucket depths — the everyday workhorse filler</li>
<li><strong>Tall Boy Configuration</strong>: Extended barrel reaches the bottom of 5-gallon pails without tilting</li>
<li><strong>Durable Aluminum Body</strong>: Resists the alkaline environment of joint compound for long service life</li>
</ul>
<p>Part of the Columbia Taping Tools integrated finishing system — pairs seamlessly with Columbia flat boxes, pumps, and gooseneck accessories.</p>",,,taxable,,1,,,0,0,,,,,0,,,52.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_bf_01.webp,,,COL-BOX-FILLER,,,,,,1,Columbia Tools,Model,Standard,1,0,,"BF, Columbia Box Filler - Standard, Columbia Tools",Columbia Box Filler - Standard,"Shop Columbia Box Filler - Standard, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Box Filler - Standard,"Columbia Tools, drywall tools, BF",Columbia Tools,BF,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-BOX-FILLER,Model,Standard,Standard,,1,1,,,,,,official-brand-catalog-price-validated,,Columbia Tools,,,,
,variation,TBBF,,Columbia Box Filler - Tall Boy,1,0,visible,The Tall Boy Columbia Box Filler delivers professional-grade drywall finishing performance. The Columbia Box Filler quickly charges flat finishing boxes with joint compound directly from the bucket — eliminating .,"<p>The Columbia Box Filler is the worksite essential that keeps finishing crews productive by rapidly transferring joint compound from bucket to flat box. Designed for clean, efficient loading without compound waste or spillage.</p>
<ul>
<li><strong>Rapid Compound Transfer</strong>: Fills flat boxes in seconds — eliminates the downtime of hand-loading</li>
<li><strong>Precision-Fit Nozzle</strong>: Mates securely with Columbia flat box fill ports for clean, drip-free loading</li>
<li><strong>Standard Configuration</strong>: For standard bucket depths — the everyday workhorse filler</li>
<li><strong>Tall Boy Configuration</strong>: Extended barrel reaches the bottom of 5-gallon pails without tilting</li>
<li><strong>Durable Aluminum Body</strong>: Resists the alkaline environment of joint compound for long service life</li>
</ul>
<p>Part of the Columbia Taping Tools integrated finishing system — pairs seamlessly with Columbia flat boxes, pumps, and gooseneck accessories.</p>",,,taxable,,1,,,0,0,,,,,0,,,52.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_tbbf_01.webp,,,COL-BOX-FILLER,,,,,,2,Columbia Tools,Model,Tall Boy,1,0,,"TBBF, Columbia Box Filler - Tall Boy, Columbia Tools",Columbia Box Filler - Tall Boy,"Shop Columbia Box Filler - Tall Boy, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Box Filler - Tall Boy,"Columbia Tools, drywall tools, TBBF",Columbia Tools,TBBF,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-BOX-FILLER,Model,Tall Boy,Tall Boy,,2,1,,,,,,official-brand-catalog-price-validated,,Columbia Tools,,,,
,variable,COL-CAM-LOCK-TUBE,,Columbia Cam Lock Tube,1,0,visible,The Columbia Cam Lock Tube provides a secure firehose-style connection and quick-release cleaning for professional drywall finishing. It is the industry standard for reliability when applying fast-set compounds.,"<p>Columbia Cam Lock Tube is a professional-grade compound applicator engineered for maximum reliability when working with fast-set drywall compounds. Utilizing firehose-style locking technology, this tube provides a positive, secure connection that eliminates the risk of accidental disconnection during high-pressure finishing tasks. The heavy-duty design ensures consistent flow and control, making it an essential tool for semi-automatic taping workflows.</p><p>Constructed with precision-machined components, the tube is built to withstand the rigors of daily job site use while maintaining ease of operation. The intuitive cam system allows for quick attachment to various finishing heads, while the service-friendly design ensures that maintenance and cleanup are handled with minimal downtime.</p><p><strong>Features:</strong></p><ul><li><strong>Secure Cam Lock System:</strong> Features brass cams and a stainless steel lock ring for a positive, firehose-style connection.</li><li><strong>Quick-Clean Design:</strong> Includes a rapid-remove bottom cap to facilitate thorough cleaning and prevent compound buildup.</li><li><strong>Premium Materials:</strong> Hand-assembled using high-grade U.S. aluminum and steel for superior durability and weight balance.</li><li><strong>Precision Engineering:</strong> Manufactured in a state-of-the-art facility to ensure tight tolerances and smooth mechanical action.</li></ul>",,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > Columbia Tools > Semi-Automatic Tools,"Columbia,Drywall Finishing Tools",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_clt24_01.webp,,,,,,,,,22,Columbia Tools,Size,"24"", 32"", 42"", 55""",1,0,"24""","DTB-COL-CAM-LOCK-TUBE, Columbia Cam Lock Tube, Columbia Tools",Columbia Cam Lock Tube,"Shop Columbia Cam Lock Tube, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Cam Lock Tube,"Columbia Tools, drywall tools, DTB-COL-CAM-LOCK-TUBE",Columbia Tools,,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,semi-automatic-tools,semi-automatic-tools,0,,,,,CLT24,,0,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,
,variation,CLT24,,"Columbia Cam Lock Tube - 24""",1,0,visible,"The 24"" Columbia Cam Lock Tube delivers professional-grade drywall finishing performance. The Columbia Cam Lock Tube provides a secure firehose-style connection and quick-release cleaning for professional drywa.","<p>Columbia Cam Lock Tube is a professional-grade compound applicator engineered for maximum reliability when working with fast-set drywall compounds. Utilizing firehose-style locking technology, this tube provides a positive, secure connection that eliminates the risk of accidental disconnection during high-pressure finishing tasks. The heavy-duty design ensures consistent flow and control, making it an essential tool for semi-automatic taping workflows.</p><p>Constructed with precision-machined components, the tube is built to withstand the rigors of daily job site use while maintaining ease of operation. The intuitive cam system allows for quick attachment to various finishing heads, while the service-friendly design ensures that maintenance and cleanup are handled with minimal downtime.</p><p><strong>Features:</strong></p><ul><li><strong>Secure Cam Lock System:</strong> Features brass cams and a stainless steel lock ring for a positive, firehose-style connection.</li><li><strong>Quick-Clean Design:</strong> Includes a rapid-remove bottom cap to facilitate thorough cleaning and prevent compound buildup.</li><li><strong>Premium Materials:</strong> Hand-assembled using high-grade U.S. aluminum and steel for superior durability and weight balance.</li><li><strong>Precision Engineering:</strong> Manufactured in a state-of-the-art facility to ensure tight tolerances and smooth mechanical action.</li></ul>",,,taxable,,1,,,0,0,,,,,0,,,236.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_clt24_01.webp,,,COL-CAM-LOCK-TUBE,,,,,,1,Columbia Tools,Size,"24""",1,0,,"CLT24, Columbia Cam Lock Tube - 24"", Columbia Tools","Columbia Cam Lock Tube - 24""","Shop Columbia Cam Lock Tube - 24"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Cam Lock Tube - 24""","Columbia Tools, drywall tools, CLT24",Columbia Tools,CLT24,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-CAM-LOCK-TUBE,Size,"24""","24""",,1,1,,,,,,official-brand-catalog-price-validated,,Columbia Tools,,,,
,variation,CLT32,,"Columbia Cam Lock Tube - 32""",1,0,visible,"The 32"" Columbia Cam Lock Tube delivers professional-grade drywall finishing performance. The Columbia Cam Lock Tube provides a secure firehose-style connection and quick-release cleaning for professional drywa.","<p>Columbia Cam Lock Tube is a professional-grade compound applicator engineered for maximum reliability when working with fast-set drywall compounds. Utilizing firehose-style locking technology, this tube provides a positive, secure connection that eliminates the risk of accidental disconnection during high-pressure finishing tasks. The heavy-duty design ensures consistent flow and control, making it an essential tool for semi-automatic taping workflows.</p><p>Constructed with precision-machined components, the tube is built to withstand the rigors of daily job site use while maintaining ease of operation. The intuitive cam system allows for quick attachment to various finishing heads, while the service-friendly design ensures that maintenance and cleanup are handled with minimal downtime.</p><p><strong>Features:</strong></p><ul><li><strong>Secure Cam Lock System:</strong> Features brass cams and a stainless steel lock ring for a positive, firehose-style connection.</li><li><strong>Quick-Clean Design:</strong> Includes a rapid-remove bottom cap to facilitate thorough cleaning and prevent compound buildup.</li><li><strong>Premium Materials:</strong> Hand-assembled using high-grade U.S. aluminum and steel for superior durability and weight balance.</li><li><strong>Precision Engineering:</strong> Manufactured in a state-of-the-art facility to ensure tight tolerances and smooth mechanical action.</li></ul>",,,taxable,,1,,,0,0,,,,,0,,,242.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_clt24_01.webp,,,COL-CAM-LOCK-TUBE,,,,,,2,Columbia Tools,Size,"32""",1,0,,"CLT32, Columbia Cam Lock Tube - 32"", Columbia Tools","Columbia Cam Lock Tube - 32""","Shop Columbia Cam Lock Tube - 32"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Cam Lock Tube - 32""","Columbia Tools, drywall tools, CLT32",Columbia Tools,CLT32,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-CAM-LOCK-TUBE,Size,"32""","32""",,2,1,,,,,,official-brand-catalog-price-validated,,Columbia Tools,,,,
,variation,CLT42,,"Columbia Cam Lock Tube - 42""",1,0,visible,"The 42"" Columbia Cam Lock Tube delivers professional-grade drywall finishing performance. The Columbia Cam Lock Tube provides a secure firehose-style connection and quick-release cleaning for professional drywa.","<p>Columbia Cam Lock Tube is a professional-grade compound applicator engineered for maximum reliability when working with fast-set drywall compounds. Utilizing firehose-style locking technology, this tube provides a positive, secure connection that eliminates the risk of accidental disconnection during high-pressure finishing tasks. The heavy-duty design ensures consistent flow and control, making it an essential tool for semi-automatic taping workflows.</p><p>Constructed with precision-machined components, the tube is built to withstand the rigors of daily job site use while maintaining ease of operation. The intuitive cam system allows for quick attachment to various finishing heads, while the service-friendly design ensures that maintenance and cleanup are handled with minimal downtime.</p><p><strong>Features:</strong></p><ul><li><strong>Secure Cam Lock System:</strong> Features brass cams and a stainless steel lock ring for a positive, firehose-style connection.</li><li><strong>Quick-Clean Design:</strong> Includes a rapid-remove bottom cap to facilitate thorough cleaning and prevent compound buildup.</li><li><strong>Premium Materials:</strong> Hand-assembled using high-grade U.S. aluminum and steel for superior durability and weight balance.</li><li><strong>Precision Engineering:</strong> Manufactured in a state-of-the-art facility to ensure tight tolerances and smooth mechanical action.</li></ul>",,,taxable,,1,,,0,0,,,,,0,,,256.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_clt24_01.webp,,,COL-CAM-LOCK-TUBE,,,,,,3,Columbia Tools,Size,"42""",1,0,,"CLT42, Columbia Cam Lock Tube - 42"", Columbia Tools","Columbia Cam Lock Tube - 42""","Shop Columbia Cam Lock Tube - 42"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Cam Lock Tube - 42""","Columbia Tools, drywall tools, CLT42",Columbia Tools,CLT42,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-CAM-LOCK-TUBE,Size,"42""","42""",,3,1,,,,,,official-brand-catalog-price-validated,,Columbia Tools,,,,
,variation,CLT55,,"Columbia Cam Lock Tube - 55""",1,0,visible,"The 55"" Columbia Cam Lock Tube delivers professional-grade drywall finishing performance. The Columbia Cam Lock Tube provides a secure firehose-style connection and quick-release cleaning for professional drywa.","<p>Columbia Cam Lock Tube is a professional-grade compound applicator engineered for maximum reliability when working with fast-set drywall compounds. Utilizing firehose-style locking technology, this tube provides a positive, secure connection that eliminates the risk of accidental disconnection during high-pressure finishing tasks. The heavy-duty design ensures consistent flow and control, making it an essential tool for semi-automatic taping workflows.</p><p>Constructed with precision-machined components, the tube is built to withstand the rigors of daily job site use while maintaining ease of operation. The intuitive cam system allows for quick attachment to various finishing heads, while the service-friendly design ensures that maintenance and cleanup are handled with minimal downtime.</p><p><strong>Features:</strong></p><ul><li><strong>Secure Cam Lock System:</strong> Features brass cams and a stainless steel lock ring for a positive, firehose-style connection.</li><li><strong>Quick-Clean Design:</strong> Includes a rapid-remove bottom cap to facilitate thorough cleaning and prevent compound buildup.</li><li><strong>Premium Materials:</strong> Hand-assembled using high-grade U.S. aluminum and steel for superior durability and weight balance.</li><li><strong>Precision Engineering:</strong> Manufactured in a state-of-the-art facility to ensure tight tolerances and smooth mechanical action.</li></ul>",,,taxable,,1,,,0,0,,,,,0,,,220.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_clt24_01.webp,,,COL-CAM-LOCK-TUBE,,,,,,4,Columbia Tools,Size,"55""",1,0,,"CLT55, Columbia Cam Lock Tube - 55"", Columbia Tools","Columbia Cam Lock Tube - 55""","Shop Columbia Cam Lock Tube - 55"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Cam Lock Tube - 55""","Columbia Tools, drywall tools, CLT55",Columbia Tools,CLT55,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-CAM-LOCK-TUBE,Size,"55""","55""",,4,1,,,,,,official-brand-catalog-price-validated,,Columbia Tools,,,,
,simple,CMH,,Columbia Closet Monster Handle,1,0,visible,The Columbia Closet Monster Flat Box Handle is a 19-inch specialized tool designed for finishing drywall in tight spaces like closets and behind scaffolding. Its compact frame and adjustable wing-nut provide maximum control where standard handles fail to fit.,"<p>Columbia Closet Monster Flat Box Handle is a specialized finishing tool engineered for high-performance drywall work in confined areas where standard handles are too long to operate. At approximately 19 inches in length, this compact handle provides the necessary leverage and control for closets, narrow hallways, and working behind scaffolding. <p>The design eliminates the need for a traditional brake system, which is often redundant on a handle of this size. Instead, it utilizes a robust adjustable wing-nut system that allows the user to lock the flat box at a specific angle, ensuring consistent mud application in awkward positions.</p><h3>Features:</h3><ul><li><strong>Compact 19-Inch Profile:</strong> Specifically designed for maneuverability in tight spaces like closets and restricted job site areas.</li><li><strong>180-Degree Grip Head:</strong> Features the signature Columbia head design for smooth operation and reliable pressure distribution.</li><li><strong>Adjustable Wing-Nut System:</strong> Replaces traditional brakes with a manual locking mechanism to set and maintain the ideal box angle.</li><li><strong>Professional Grade Construction:</strong> Built with the same durability as full-sized Columbia handles to withstand heavy daily use on commercial sites.</li></ul></p>",,,taxable,,1,,,0,0,,,,,0,,,115.00,Drywall Finishing Tools > Columbia Tools > Flat Box Handles,"Columbia,Drywall Finishing Tools",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_cmh_01.webp,,,,,,,,,0,Columbia Tools,,,,,,"CMH, Columbia Closet Monster Handle, Columbia Tools",Columbia Closet Monster Handle,"Shop Columbia Closet Monster Handle, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Closet Monster Handle,"Columbia Tools, drywall tools, CMH",Columbia Tools,CMH,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,flat-box-handles,flat-box-handles,0,,,,,,,0,,,,,,official-brand-catalog-price-validated,,Columbia Tools,,,,
