brand,sku,mpn,old_path,new_path,image_index,is_primary,source,row_id,confidence,status
Asgard,AH25-AD,AH25-AD,scripts/scraped_results/Products/ah25-ad_01.webp,scripts/scraped_results/Products/asgard/ah25-ad/sku-ah25-ad__mpn-ah25-ad__img-02.webp,2,False,catalog_url,6,medium,conflict
Asgard,AH25-AD,AH25-AD,scripts/scraped_results/Products/ah25-ad_02.webp,scripts/scraped_results/Products/asgard/ah25-ad/sku-ah25-ad__mpn-ah25-ad__img-03.webp,3,False,catalog_url,6,medium,conflict
Asgard,AH25-AD,AH25-AD,scripts/scraped_results/Products/ah25-ad_03.webp,scripts/scraped_results/Products/asgard/ah25-ad/sku-ah25-ad__mpn-ah25-ad__img-04.webp,4,False,catalog_url,6,medium,conflict
Asgard,AH30-AD,AH30-AD,scripts/scraped_results/Products/ah30-ad.webp,scripts/scraped_results/Products/asgard/ah30-ad/sku-ah30-ad__mpn-ah30-ad__img-01.webp,1,True,catalog_url,7,medium,conflict
Asgard,AH30-AD,AH30-AD,scripts/scraped_results/Products/ah30-ad_01.webp,scripts/scraped_results/Products/asgard/ah30-ad/sku-ah30-ad__mpn-ah30-ad__img-02.webp,2,False,catalog_url,7,medium,conflict
Asgard,AH30-AD,AH30-AD,scripts/scraped_results/Products/ah30-ad_02.webp,scripts/scraped_results/Products/asgard/ah30-ad/sku-ah30-ad__mpn-ah30-ad__img-03.webp,3,False,catalog_url,7,medium,conflict
Asgard,AH30-AD,AH30-AD,scripts/scraped_results/Products/ah30-ad_03.webp,scripts/scraped_results/Products/asgard/ah30-ad/sku-ah30-ad__mpn-ah30-ad__img-04.webp,4,False,catalog_url,7,medium,conflict
Asgard,AH35-AD,AH35-AD,scripts/scraped_results/Products/ah35-ad.webp,scripts/scraped_results/Products/asgard/ah35-ad/sku-ah35-ad__mpn-ah35-ad__img-01.webp,1,True,catalog_url,8,medium,conflict
Asgard,AH35-AD,AH35-AD,scripts/scraped_results/Products/ah35-ad_01.webp,scripts/scraped_results/Products/asgard/ah35-ad/sku-ah35-ad__mpn-ah35-ad__img-02.webp,2,False,catalog_url,8,medium,conflict
Asgard,AH35-AD,AH35-AD,scripts/scraped_results/Products/ah35-ad_02.webp,scripts/scraped_results/Products/asgard/ah35-ad/sku-ah35-ad__mpn-ah35-ad__img-03.webp,3,False,catalog_url,8,medium,conflict
Asgard,AH35-AD,AH35-AD,scripts/scraped_results/Products/ah35-ad_03.webp,scripts/scraped_results/Products/asgard/ah35-ad/sku-ah35-ad__mpn-ah35-ad__img-04.webp,4,False,catalog_url,8,medium,conflict
Asgard,BBH-AD,BBH-AD,scripts/scraped_results/Products/bbh-ad.webp,scripts/scraped_results/Products/asgard/bbh-ad/sku-bbh-ad__mpn-bbh-ad__img-01.webp,1,True,catalog_url,9,high,mapped
Asgard,BBH-AD,BBH-AD,scripts/scraped_results/Products/bbh-ad_01.webp,scripts/scraped_results/Products/asgard/bbh-ad/sku-bbh-ad__mpn-bbh-ad__img-02.webp,2,False,catalog_url,9,high,mapped
Asgard,CA08-AD,CA08-AD,scripts/scraped_results/Products/ca08-ad_01.webp,scripts/scraped_results/Products/asgard/ca08-ad/sku-ca08-ad__mpn-ca08-ad__img-01.webp,1,True,catalog_url,10,high,mapped
Asgard,CA08-AD,CA08-AD,scripts/scraped_results/Products/ca08-ad_02.webp,scripts/scraped_results/Products/asgard/ca08-ad/sku-ca08-ad__mpn-ca08-ad__img-02.webp,2,False,catalog_url,10,high,mapped
Asgard,CA08-AD,CA08-AD,scripts/scraped_results/Products/ca08-ad_03.webp,scripts/scraped_results/Products/asgard/ca08-ad/sku-ca08-ad__mpn-ca08-ad__img-03.webp,3,False,catalog_url,10,high,mapped
Asgard,CA08-AD,CA08-AD,scripts/scraped_results/Products/ca08-ad_04.webp,scripts/scraped_results/Products/asgard/ca08-ad/sku-ca08-ad__mpn-ca08-ad__img-04.webp,4,False,catalog_url,10,high,mapped
Asgard,CA08-AD,CA08-AD,scripts/scraped_results/Products/ca08-ad_05.webp,scripts/scraped_results/Products/asgard/ca08-ad/sku-ca08-ad__mpn-ca08-ad__img-05.webp,5,False,catalog_url,10,high,mapped
Asgard,CA08-AD,CA08-AD,scripts/scraped_results/Products/ca08-ad_06.webp,scripts/scraped_results/Products/asgard/ca08-ad/sku-ca08-ad__mpn-ca08-ad__img-06.webp,6,False,catalog_url,10,high,mapped
Asgard,CFA-AD,CFA-AD,scripts/scraped_results/Products/cfa-ad.webp,scripts/scraped_results/Products/asgard/cfa-ad/sku-cfa-ad__mpn-cfa-ad__img-01.webp,1,True,catalog_url,11,medium,conflict
Asgard,CFA-AD,CFA-AD,scripts/scraped_results/Products/cfa-ad_01.webp,scripts/scraped_results/Products/asgard/cfa-ad/sku-cfa-ad__mpn-cfa-ad__img-02.webp,2,False,catalog_url,11,high,mapped
Asgard,CFA-AD,CFA-AD,scripts/scraped_results/Products/cfa-ad_02.webp,scripts/scraped_results/Products/asgard/cfa-ad/sku-cfa-ad__mpn-cfa-ad__img-03.webp,3,False,catalog_url,11,high,mapped
Asgard,CR01-AD,CR01-AD,scripts/scraped_results/Products/cr01-ad.webp,scripts/scraped_results/Products/asgard/cr01-ad/sku-cr01-ad__mpn-cr01-ad__img-01.webp,1,True,catalog_url,12,medium,conflict
Asgard,CR01-AD,CR01-AD,scripts/scraped_results/Products/cr01-ad_01.webp,scripts/scraped_results/Products/asgard/cr01-ad/sku-cr01-ad__mpn-cr01-ad__img-02.webp,2,False,catalog_url,12,high,mapped
Asgard,CR01-AD,CR01-AD,scripts/scraped_results/Products/cr01-ad_02.webp,scripts/scraped_results/Products/asgard/cr01-ad/sku-cr01-ad__mpn-cr01-ad__img-03.webp,3,False,catalog_url,12,high,mapped
Asgard,CR01-AD,CR01-AD,scripts/scraped_results/Products/cr01-ad_03.webp,scripts/scraped_results/Products/asgard/cr01-ad/sku-cr01-ad__mpn-cr01-ad__img-04.webp,4,False,catalog_url,12,high,mapped
Asgard,EHC10-AD,EHC10-AD,scripts/scraped_results/Products/ehc10-ad.webp,scripts/scraped_results/Products/asgard/ehc10-ad/sku-ehc10-ad__mpn-ehc10-ad__img-01.webp,1,True,catalog_url,13,high,mapped
Asgard,EHC10-AD,EHC10-AD,scripts/scraped_results/Products/ehc10-ad_01.webp,scripts/scraped_results/Products/asgard/ehc10-ad/sku-ehc10-ad__mpn-ehc10-ad__img-02.webp,2,False,catalog_url,13,high,mapped
Asgard,EHC10-AD,EHC10-AD,scripts/scraped_results/Products/ehc10-ad_02.webp,scripts/scraped_results/Products/asgard/ehc10-ad/sku-ehc10-ad__mpn-ehc10-ad__img-03.webp,3,False,catalog_url,13,high,mapped
Asgard,EHC10-AD,EHC10-AD,scripts/scraped_results/Products/ehc10-ad_03.webp,scripts/scraped_results/Products/asgard/ehc10-ad/sku-ehc10-ad__mpn-ehc10-ad__img-04.webp,4,False,catalog_url,13,high,mapped
Asgard,EZ07-AD,EZ07-AD,scripts/scraped_results/Products/ez07-ad.webp,scripts/scraped_results/Products/asgard/ez07-ad/sku-ez07-ad__mpn-ez07-ad__img-01.webp,1,True,catalog_url,14,high,mapped
Asgard,EZ07-AD,EZ07-AD,scripts/scraped_results/Products/ez07-ad_01.webp,scripts/scraped_results/Products/asgard/ez07-ad/sku-ez07-ad__mpn-ez07-ad__img-02.webp,2,False,catalog_url,14,high,mapped
Asgard,EZ07-AD,EZ07-AD,scripts/scraped_results/Products/ez07-ad_02.webp,scripts/scraped_results/Products/asgard/ez07-ad/sku-ez07-ad__mpn-ez07-ad__img-03.webp,3,False,catalog_url,14,high,mapped
Asgard,EZ07-AD,EZ07-AD,scripts/scraped_results/Products/ez07-ad_03.webp,scripts/scraped_results/Products/asgard/ez07-ad/sku-ez07-ad__mpn-ez07-ad__img-04.webp,4,False,catalog_url,14,high,mapped
Asgard,EZ07-AD,EZ07-AD,scripts/scraped_results/Products/ez07-ad_04.webp,scripts/scraped_results/Products/asgard/ez07-ad/sku-ez07-ad__mpn-ez07-ad__img-05.webp,5,False,catalog_url,14,high,mapped
Asgard,EZ07-AD,EZ07-AD,scripts/scraped_results/Products/ez07-ad_05.webp,scripts/scraped_results/Products/asgard/ez07-ad/sku-ez07-ad__mpn-ez07-ad__img-06.webp,6,False,catalog_url,14,high,mapped
Asgard,EZ10-AD,EZ10-AD,scripts/scraped_results/Products/ez10-ad.webp,scripts/scraped_results/Products/asgard/ez10-ad/sku-ez10-ad__mpn-ez10-ad__img-01.webp,1,True,catalog_url,15,medium,conflict
Asgard,EZ10-AD,EZ10-AD,scripts/scraped_results/Products/ez10-ad_01.webp,scripts/scraped_results/Products/asgard/ez10-ad/sku-ez10-ad__mpn-ez10-ad__img-02.webp,2,False,catalog_url,15,high,mapped
Asgard,EZ10-AD,EZ10-AD,scripts/scraped_results/Products/ez10-ad_02.webp,scripts/scraped_results/Products/asgard/ez10-ad/sku-ez10-ad__mpn-ez10-ad__img-03.webp,3,False,catalog_url,15,high,mapped
Asgard,EZ10-AD,EZ10-AD,scripts/scraped_results/Products/ez10-ad_03.webp,scripts/scraped_results/Products/asgard/ez10-ad/sku-ez10-ad__mpn-ez10-ad__img-04.webp,4,False,catalog_url,15,high,mapped
Asgard,EZ10-AD,EZ10-AD,scripts/scraped_results/Products/ez10-ad_04.webp,scripts/scraped_results/Products/asgard/ez10-ad/sku-ez10-ad__mpn-ez10-ad__img-05.webp,5,False,catalog_url,15,high,mapped
Asgard,EZ10-AD,EZ10-AD,scripts/scraped_results/Products/ez10-ad_05.webp,scripts/scraped_results/Products/asgard/ez10-ad/sku-ez10-ad__mpn-ez10-ad__img-06.webp,6,False,catalog_url,15,high,mapped
Asgard,EZ12-AD,EZ12-AD,scripts/scraped_results/Products/ez12-ad.webp,scripts/scraped_results/Products/asgard/ez12-ad/sku-ez12-ad__mpn-ez12-ad__img-01.webp,1,True,catalog_url,16,medium,conflict
Asgard,EZ12-AD,EZ12-AD,scripts/scraped_results/Products/ez12-ad_01.webp,scripts/scraped_results/Products/asgard/ez12-ad/sku-ez12-ad__mpn-ez12-ad__img-02.webp,2,False,catalog_url,16,high,mapped
Asgard,EZ12-AD,EZ12-AD,scripts/scraped_results/Products/ez12-ad_02.webp,scripts/scraped_results/Products/asgard/ez12-ad/sku-ez12-ad__mpn-ez12-ad__img-03.webp,3,False,catalog_url,16,high,mapped
Asgard,EZ12-AD,EZ12-AD,scripts/scraped_results/Products/ez12-ad_03.webp,scripts/scraped_results/Products/asgard/ez12-ad/sku-ez12-ad__mpn-ez12-ad__img-04.webp,4,False,catalog_url,16,high,mapped
Asgard,EZ12-AD,EZ12-AD,scripts/scraped_results/Products/ez12-ad_04.webp,scripts/scraped_results/Products/asgard/ez12-ad/sku-ez12-ad__mpn-ez12-ad__img-05.webp,5,False,catalog_url,16,high,mapped
Asgard,EZ12-AD,EZ12-AD,scripts/scraped_results/Products/ez12-ad_05.webp,scripts/scraped_results/Products/asgard/ez12-ad/sku-ez12-ad__mpn-ez12-ad__img-06.webp,6,False,catalog_url,16,high,mapped
Asgard,EZFB-AD,EZFB-AD,scripts/scraped_results/Products/ez07-ad.webp,scripts/scraped_results/Products/asgard/ezfb-ad/sku-ezfb-ad__mpn-ezfb-ad__img-01.webp,1,True,catalog_url,17,medium,conflict
Asgard,EZFB-AD,EZFB-AD,scripts/scraped_results/Products/ez07-ad_01.webp,scripts/scraped_results/Products/asgard/ezfb-ad/sku-ezfb-ad__mpn-ezfb-ad__img-02.webp,2,False,catalog_url,17,medium,conflict
Asgard,EZFB-AD,EZFB-AD,scripts/scraped_results/Products/ez07-ad_02.webp,scripts/scraped_results/Products/asgard/ezfb-ad/sku-ezfb-ad__mpn-ezfb-ad__img-03.webp,3,False,catalog_url,17,medium,conflict
Asgard,EZFB-AD,EZFB-AD,scripts/scraped_results/Products/ez07-ad_03.webp,scripts/scraped_results/Products/asgard/ezfb-ad/sku-ezfb-ad__mpn-ezfb-ad__img-04.webp,4,False,catalog_url,17,medium,conflict
Asgard,EZFB-AD,EZFB-AD,scripts/scraped_results/Products/ez07-ad_04.webp,scripts/scraped_results/Products/asgard/ezfb-ad/sku-ezfb-ad__mpn-ezfb-ad__img-05.webp,5,False,catalog_url,17,medium,conflict
Asgard,EZFB-AD,EZFB-AD,scripts/scraped_results/Products/ez07-ad_05.webp,scripts/scraped_results/Products/asgard/ezfb-ad/sku-ezfb-ad__mpn-ezfb-ad__img-06.webp,6,False,catalog_url,17,medium,conflict
Asgard,EZFB-AD,EZFB-AD,scripts/scraped_results/Products/ez10-ad.webp,scripts/scraped_results/Products/asgard/ezfb-ad/sku-ezfb-ad__mpn-ezfb-ad__img-07.webp,7,False,catalog_url,17,medium,conflict
Asgard,EZFB-AD,EZFB-AD,scripts/scraped_results/Products/ez10-ad_01.webp,scripts/scraped_results/Products/asgard/ezfb-ad/sku-ezfb-ad__mpn-ezfb-ad__img-08.webp,8,False,catalog_url,17,medium,conflict
Asgard,EZFB-AD,EZFB-AD,scripts/scraped_results/Products/ez10-ad_02.webp,scripts/scraped_results/Products/asgard/ezfb-ad/sku-ezfb-ad__mpn-ezfb-ad__img-09.webp,9,False,catalog_url,17,medium,conflict
Asgard,EZFB-AD,EZFB-AD,scripts/scraped_results/Products/ez10-ad_03.webp,scripts/scraped_results/Products/asgard/ezfb-ad/sku-ezfb-ad__mpn-ezfb-ad__img-10.webp,10,False,catalog_url,17,medium,conflict
Asgard,EZFB-AD,EZFB-AD,scripts/scraped_results/Products/ez10-ad_04.webp,scripts/scraped_results/Products/asgard/ezfb-ad/sku-ezfb-ad__mpn-ezfb-ad__img-11.webp,11,False,catalog_url,17,medium,conflict
Asgard,EZFB-AD,EZFB-AD,scripts/scraped_results/Products/ez10-ad_05.webp,scripts/scraped_results/Products/asgard/ezfb-ad/sku-ezfb-ad__mpn-ezfb-ad__img-12.webp,12,False,catalog_url,17,medium,conflict
Asgard,EZFB-AD,EZFB-AD,scripts/scraped_results/Products/ez12-ad.webp,scripts/scraped_results/Products/asgard/ezfb-ad/sku-ezfb-ad__mpn-ezfb-ad__img-13.webp,13,False,catalog_url,17,medium,conflict
Asgard,EZFB-AD,EZFB-AD,scripts/scraped_results/Products/ez12-ad_01.webp,scripts/scraped_results/Products/asgard/ezfb-ad/sku-ezfb-ad__mpn-ezfb-ad__img-14.webp,14,False,catalog_url,17,medium,conflict
Asgard,EZFB-AD,EZFB-AD,scripts/scraped_results/Products/ez12-ad_02.webp,scripts/scraped_results/Products/asgard/ezfb-ad/sku-ezfb-ad__mpn-ezfb-ad__img-15.webp,15,False,catalog_url,17,medium,conflict
Asgard,EZFB-AD,EZFB-AD,scripts/scraped_results/Products/ez12-ad_03.webp,scripts/scraped_results/Products/asgard/ezfb-ad/sku-ezfb-ad__mpn-ezfb-ad__img-16.webp,16,False,catalog_url,17,medium,conflict
Asgard,EZFB-AD,EZFB-AD,scripts/scraped_results/Products/ez12-ad_04.webp,scripts/scraped_results/Products/asgard/ezfb-ad/sku-ezfb-ad__mpn-ezfb-ad__img-17.webp,17,False,catalog_url,17,medium,conflict
Asgard,EZFB-AD,EZFB-AD,scripts/scraped_results/Products/ez12-ad_05.webp,scripts/scraped_results/Products/asgard/ezfb-ad/sku-ezfb-ad__mpn-ezfb-ad__img-18.webp,18,False,catalog_url,17,medium,conflict
Asgard,FA01-AD,FA01-AD,scripts/scraped_results/Products/fa01-ad.webp,scripts/scraped_results/Products/asgard/fa01-ad/sku-fa01-ad__mpn-fa01-ad__img-01.webp,1,True,catalog_url,18,medium,conflict
Asgard,FA01-AD,FA01-AD,scripts/scraped_results/Products/fa01-ad_01.webp,scripts/scraped_results/Products/asgard/fa01-ad/sku-fa01-ad__mpn-fa01-ad__img-02.webp,2,False,catalog_url,18,high,mapped
Asgard,FBHE-AD,FBHE-AD,scripts/scraped_results/Products/fbhe-ad.webp,scripts/scraped_results/Products/asgard/fbhe-ad/sku-fbhe-ad__mpn-fbhe-ad__img-01.webp,1,True,catalog_url,19,medium,conflict
Asgard,FBHE-AD,FBHE-AD,scripts/scraped_results/Products/fbhe-ad_01.webp,scripts/scraped_results/Products/asgard/fbhe-ad/sku-fbhe-ad__mpn-fbhe-ad__img-02.webp,2,False,catalog_url,19,high,mapped
Asgard,FH-AD,FH-AD,scripts/scraped_results/Products/fh-ad.webp,scripts/scraped_results/Products/asgard/fh-ad/sku-fh-ad__mpn-fh-ad__img-01.webp,1,True,catalog_url,20,medium,conflict
Asgard,FH-AD,FH-AD,scripts/scraped_results/Products/fh-ad_01.webp,scripts/scraped_results/Products/asgard/fh-ad/sku-fh-ad__mpn-fh-ad__img-02.webp,2,False,catalog_url,20,high,mapped
Asgard,GN01-AD,GN01-AD,scripts/scraped_results/Products/gn01-ad.webp,scripts/scraped_results/Products/asgard/gn01-ad/sku-gn01-ad__mpn-gn01-ad__img-01.webp,1,True,catalog_url,21,medium,conflict
Asgard,GN01-AD,GN01-AD,scripts/scraped_results/Products/gn01-ad_01.webp,scripts/scraped_results/Products/asgard/gn01-ad/sku-gn01-ad__mpn-gn01-ad__img-02.webp,2,False,catalog_url,21,high,mapped
Asgard,HU-OI6G-88Y4,HU-OI6G-88Y4,scripts/scraped_results/Products/hu-oi6g-88y4.webp,scripts/scraped_results/Products/asgard/hu-oi6g-88y4/sku-hu-oi6g-88y4__mpn-hu-oi6g-88y4__img-01.webp,1,True,catalog_url,22,high,mapped
Asgard,LP01-AD,LP01-AD,scripts/scraped_results/Products/lp01-ad.webp,scripts/scraped_results/Products/asgard/lp01-ad/sku-lp01-ad__mpn-lp01-ad__img-01.webp,1,True,catalog_url,23,medium,conflict
Asgard,LP01-AD,LP01-AD,scripts/scraped_results/Products/lp01-ad_01.webp,scripts/scraped_results/Products/asgard/lp01-ad/sku-lp01-ad__mpn-lp01-ad__img-02.webp,2,False,catalog_url,23,high,mapped
Asgard,LP01-AD,LP01-AD,scripts/scraped_results/Products/lp01-ad_02.webp,scripts/scraped_results/Products/asgard/lp01-ad/sku-lp01-ad__mpn-lp01-ad__img-03.webp,3,False,catalog_url,23,high,mapped
Asgard,LP01-AD,LP01-AD,scripts/scraped_results/Products/lp01-ad_03.webp,scripts/scraped_results/Products/asgard/lp01-ad/sku-lp01-ad__mpn-lp01-ad__img-04.webp,4,False,catalog_url,23,high,mapped
Asgard,NS03-AD,NS03-AD,scripts/scraped_results/Products/ns03-ad.webp,scripts/scraped_results/Products/asgard/ns03-ad/sku-ns03-ad__mpn-ns03-ad__img-01.webp,1,True,catalog_url,24,high,mapped
Asgard,NS03-AD,NS03-AD,scripts/scraped_results/Products/ns03-ad_01.webp,scripts/scraped_results/Products/asgard/ns03-ad/sku-ns03-ad__mpn-ns03-ad__img-02.webp,2,False,catalog_url,24,high,mapped
Asgard,NS03-AD,NS03-AD,scripts/scraped_results/Products/ns03-ad_02.webp,scripts/scraped_results/Products/asgard/ns03-ad/sku-ns03-ad__mpn-ns03-ad__img-03.webp,3,False,catalog_url,24,high,mapped
Asgard,NS03-AD,NS03-AD,scripts/scraped_results/Products/ns03-ad_03.webp,scripts/scraped_results/Products/asgard/ns03-ad/sku-ns03-ad__mpn-ns03-ad__img-04.webp,4,False,catalog_url,24,high,mapped
Asgard,NS03-AD,NS03-AD,scripts/scraped_results/Products/ns03-ad_04.webp,scripts/scraped_results/Products/asgard/ns03-ad/sku-ns03-ad__mpn-ns03-ad__img-05.webp,5,False,catalog_url,24,high,mapped
Asgard,NS03-AD,NS03-AD,scripts/scraped_results/Products/ns03-ad_05.webp,scripts/scraped_results/Products/asgard/ns03-ad/sku-ns03-ad__mpn-ns03-ad__img-06.webp,6,False,catalog_url,24,high,mapped
Asgard,PA07-AD,PA07-AD,scripts/scraped_results/Products/pa07-ad.webp,scripts/scraped_results/Products/asgard/pa07-ad/sku-pa07-ad__mpn-pa07-ad__img-01.webp,1,True,catalog_url,25,high,mapped
