Brands,SKU,MPN,Name,Type,Description,Short description,Regular price,Sale price,Images,Categories,Tags,Position,Published,Is featured?,Visibility in catalog,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Shipping class,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global
Asgard,EZ07-AD,,"Asgard 7"" Flat Box",simple,"<h2>Precision Performance for Professional Drywall Finishing</h2> <p>Achieve flawless, professional-grade seams with the Asgard 7"" Flat Box. Engineered for contractors who demand reliability and efficiency, this tool delivers consistent mud application for base coats on flat seams and corner beads. By leveraging the engineering expertise of TapeTech, Asgard provides a high-performance solution that streamlines your workflow without compromising on build quality.</p> <h2>Built for the Rigors of the Job Site</h2> <p>Constructed from high-grade, durable alloys, this flat box is designed to endure the daily demands of professional construction environments. Its robust architecture ensures long-term service life, while the sleek, professional black finish reflects the precision of the tool itself. Designed for versatility, it integrates seamlessly with most major-brand flat box handles, making it an effortless addition to your existing tool kit.</p> <h2>Key Features</h2> <ul> <li><strong>Precision Mud Control:</strong> The intuitive dial adjustment mechanism allows for micro-adjustments, ensuring the exact amount of compound is applied for a uniform finish every time.</li> <li><strong>Rapid Maintenance:</strong> Equipped with quick-release thumb latches, the box opens easily for thorough cleaning, reducing downtime between jobs.</li> <li><strong>Universal Compatibility:</strong> Engineered to work with standard flat box handles, providing flexibility for contractors who utilize mixed-brand equipment.</li> <li><strong>Professional Durability:</strong> Crafted from premium-grade alloys to resist wear and tear in demanding field conditions.</li> <li><strong>Optimized Application:</strong> The 7-inch width is perfectly sized for efficient base coating on flat joints and corner beads.</li> </ul> <h2>Technical Specifications</h2> <p>| Specification | Detail |<br /> | :--- | :--- |<br /> | Brand | Asgard |<br /> | Product Name | 7"" Flat Box |<br /> | SKU | EZ07-AD |<br /> | UPC | 0873876004508 |<br /> | Tool Width | 7 inches |<br /> | Construction Material | High-grade Alloy |<br /> | Compatibility | Standard Flat Box Handles |</p>","Elevate your drywall projects with Asgard Taping Tools by TapeTech, which is known for its durability and functionality without the added markup. The Asgard 7"" Flat Box boasts a sleek black exterior and is compatible with other major brand Flat Box handles. It is constructed from superior-quality alloys and can withstand any job site. The quick-release thumb latches allow for effortless cleaning, and the easy dial adjustment ensures finely controlled, consistent mud output every time. Ideal for",299.00,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Asgard/Products/ez07-ad.webp,Drywall Finishing Tools > Asgard > Finishing Boxes,"7"", Asgard, flat box",11,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Asgard,1,1
Asgard,PA07-AD,,"Asgard 7"" Power Assist Finishing Box",simple,"<h2>Elevate Your Drywall Finishing Precision</h2> <p>Achieve flawless, professional-grade results with the Asgard 7"" Power Assist Finishing Box. Engineered for contractors who demand efficiency without sacrificing quality, this tool streamlines the application of joint compound, ensuring a smooth, uniform finish on every seam. By integrating advanced power-assist spring technology, this box significantly reduces operator fatigue, allowing for extended periods of high-performance work with greater control.</p> <h2>Built for the Demanding Job Site</h2> <p>Designed specifically for precision in tight spaces and detailed finishing tasks, the 7-inch width offers the perfect balance of maneuverability and coverage. The construction reflects Asgard’s commitment to longevity, featuring a robust, lightweight aluminum housing that withstands the rigors of daily professional use. Paired with a high-grade stainless steel blade, this finishing box delivers consistent, streak-free results that minimize the need for extensive sanding or rework.</p> <h2>Key Features</h2> <ul> <li><strong>Power-Assist Technology:</strong> Integrated spring system minimizes physical exertion and enhances application consistency.</li> <li><strong>Precision Engineering:</strong> 7-inch width is optimized for narrow areas, corner work, and detailed seam blending.</li> <li><strong>Durable Construction:</strong> High-strength aluminum body provides a lightweight yet rugged frame for long-term reliability.</li> <li><strong>Professional Blade:</strong> Premium stainless steel blade ensures a clean, smooth finish on every pass.</li> <li><strong>Enhanced Efficiency:</strong> Designed to accelerate the finishing process while maintaining the highest standards of craftsmanship.</li> </ul> <h2>Technical Specifications</h2> <p>| Specification | Detail |<br /> | :--- | :--- |<br /> | Brand | Asgard |<br /> | Product Name | 7"" Power Assist Finishing Box |<br /> | SKU | PA07-AD |<br /> | Box Width | 7 inches |<br /> | Housing Material | Aluminum |<br /> | Blade Material | Stainless Steel |<br /> | Application | Drywall Finishing |</p>","Asgard 7"" Power Assist Finishing Box",428.00,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Asgard/Products/pa07-ad.webp,Drywall Finishing Tools > Asgard > Finishing Boxes,"7"", Asgard, finishing box",12,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Asgard,1,1
Asgard,CA08-AD,,"Asgard 8"" Drywall Angle Box",simple,"<h2>Precision Finishing for Professional Drywallers</h2> <p>Achieve flawless corner finishes with the Asgard 8"" Angle Box, a high-performance tool engineered to streamline your taping workflow. Designed for professionals who demand reliability and efficiency, this angle box allows for the rapid, consistent application of joint compound to internal corners. By integrating robust construction with an ergonomic design, Asgard delivers a professional-grade solution that maximizes productivity on every project.</p> <h2>Built for the Job Site</h2> <p>Constructed with a lightweight yet rugged aluminum body, this tool minimizes operator fatigue during extended use while maintaining the structural integrity required for daily site demands. The inclusion of a precision-engineered stainless steel nose cone ensures smooth compound flow and exceptional resistance to wear. Whether you are tackling residential renovations or large-scale commercial builds, the Asgard 8"" Angle Box provides the consistent output necessary for a high-quality finish.</p> <h2>Key Features</h2> <ul> <li><strong>High-Capacity Design:</strong> Optimized to hold a greater volume of joint compound, reducing the frequency of refills and accelerating your workflow.</li> <li><strong>Durable Construction:</strong> Features a resilient aluminum housing paired with a hardened stainless steel nose cone for long-term reliability.</li> <li><strong>Professional Ergonomics:</strong> Engineered for balance and ease of handling, allowing for precise control during corner finishing applications.</li> <li><strong>Seamless Integration:</strong> Compatible with standard taping tool systems, making it an essential addition to any professional drywall kit.</li> <li><strong>Value-Driven Performance:</strong> Delivers premium-tier functionality and build quality without the premium price point.</li> </ul> <h2>Technical Specifications</h2> <p>| Specification | Detail |<br /> | :--- | :--- |<br /> | Brand | Asgard |<br /> | Product Name | 8"" Drywall Angle Box |<br /> | SKU | CA08-AD |<br /> | UPC | 0873876004607 |<br /> | Body Material | Lightweight Aluminum |<br /> | Nose Cone Material | Stainless Steel |<br /> | Tool Size | 8 Inches |</p>","Elevate your drywall work with Asgard Taping Tools by TapeTech, offering exceptional durability and functionality without the added markup. The Asgard 8"" Angle Box, featuring a sleek silver and black exterior, is designed to hold more compound, enhancing efficiency. Its lightweight aluminum body and durable stainless steel nose cone ensure long-lasting performance on any job site.",270.00,,,Drywall Finishing Tools > Asgard > Corner & Angle Tools,"8"", Asgard, drywall",13,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Asgard,1,1
Asgard,4I-SJ80-1WRW,,"Asgard Angle Box w/ Handle (8"" w/ Extendable Handle)",simple,"<h2>Precision Finishing for Professional Results</h2> <p>Elevate your drywall finishing workflow with the Asgard 8-inch Angle Box. Engineered for professionals who demand consistency and speed, this tool streamlines the application of joint compound to internal corners. By delivering a uniform finish in a single pass, it significantly reduces the need for manual sanding and touch-ups, allowing you to maintain high productivity on large-scale residential or commercial projects.</p> <h2>Ergonomic Control and Reach</h2> <p>Designed with the operator in mind, this unit features an integrated extendable handle that provides the necessary reach for high ceilings and corners without the constant need for ladders or stilts. The lightweight yet durable construction ensures reduced fatigue during extended use, while the intuitive design allows for quick adjustments and seamless operation, ensuring a professional-grade corner every time.</p> <h2>Key Features</h2> <ul> <li><strong>Consistent Compound Application:</strong> Precision-engineered to dispense the perfect amount of joint compound for smooth, professional corner finishes.</li> <li><strong>Extendable Reach:</strong> Includes an adjustable handle that offers versatile length options for tackling hard-to-reach areas with ease.</li> <li><strong>Durable Construction:</strong> Built to withstand the rigors of daily job site use, ensuring long-term reliability and performance.</li> <li><strong>Efficiency Focused:</strong> Drastically cuts down on finishing time compared to manual taping and coating methods.</li> <li><strong>User-Friendly Design:</strong> Simple to operate and maintain, making it an essential addition to any drywall contractor's toolkit.</li> </ul> <h2>Technical Specifications</h2> <p>| Specification | Detail |<br /> | :--- | :--- |<br /> | Brand | Asgard |<br /> | Product Name | Angle Box w/ Handle (8"" w/ Extendable Handle) |<br /> | SKU | 4I-SJ80-1WRW |<br /> | UPC | 0873876005260 |<br /> | Box Size | 8 inches |</p>","Asgard Angle Box w/ Handle (8"" w/ Extendable Handle)",430.00,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Asgard/Products/4i-sj80-1wrw.webp,Drywall Finishing Tools > Asgard > Corner & Angle Tools,"8"", Asgard, extendable",14,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Asgard,1,1
Asgard,4K-S6F6-8HQ6,,"Asgard Angle Box w/ Handle (8"" w/ Fixed Handle)",simple,"<h2>Precision Finishing for Professional Results</h2> <p>Elevate your drywall finishing workflow with the Asgard 8-inch Angle Box. Engineered for the demanding professional, this tool streamlines the application of joint compound to internal corners, ensuring a consistent, high-quality finish every time. By automating the glazing process, this box significantly reduces manual labor and minimizes the need for extensive sanding, allowing you to achieve seamless transitions with unmatched efficiency.</p> <h2>Built for Durability and Control</h2> <p>Constructed with robust materials to withstand the rigors of daily job site use, the Asgard Angle Box features a fixed handle design that provides superior leverage and stability. The 8-inch width is perfectly calibrated for standard corner applications, offering the ideal balance between compound capacity and maneuverability. Whether you are tackling residential renovations or large-scale commercial projects, this tool delivers the reliability and precision required to maintain a professional standard of work.</p> <h2>Key Features</h2> <ul> <li><strong>Optimized Efficiency:</strong> Dramatically accelerates the corner finishing process compared to traditional hand-tooling methods.</li> <li><strong>Consistent Application:</strong> Delivers a uniform layer of compound for a smooth, professional-grade finish in internal corners.</li> <li><strong>Fixed Handle Design:</strong> Engineered for maximum control and stability, reducing operator fatigue during extended use.</li> <li><strong>Professional Construction:</strong> Built with high-grade components to ensure long-term performance and resistance to job site wear.</li> <li><strong>Versatile Utility:</strong> An essential addition to any drywall finisher's kit, compatible with standard corner finishing requirements.</li> </ul> <h2>Technical Specifications</h2> <p>| Specification | Detail |<br /> | :--- | :--- |<br /> | Brand | Asgard |<br /> | Product Name | Angle Box w/ Handle (8"" w/ Fixed Handle) |<br /> | SKU | 4K-S6F6-8HQ6 |<br /> | UPC | 0873876005253 |<br /> | Size | 8 inches |<br /> | Handle Type | Fixed |</p>","Asgard Angle Box w/ Handle (8"" w/ Fixed Handle)",373.99,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Asgard/Products/4k-s6f6-8hq6.webp,Drywall Finishing Tools > Asgard > Corner & Angle Tools,"8"", Asgard",15,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Asgard,1,1
Asgard,CFA-AD,,Asgard Angle Head Ball Adapter,simple,"<h2>Precision Finishing for Professional Results</h2> <p>Elevate your drywall finishing workflow with the Asgard Angle Head Ball Adapter. Engineered for professionals who demand consistency and ease of use, this adapter serves as the critical link between your angle head and finishing handle. By facilitating fluid, multi-directional movement, it allows you to navigate complex corners and tight architectural angles with unparalleled control, ensuring a seamless finish every time.</p> <h2>Optimized Maneuverability</h2> <p>Designed to reduce wrist fatigue and improve efficiency on the job site, this adapter provides the necessary articulation to keep your tools perfectly positioned against the wall surface. Whether you are tackling inside corners or intricate drywall details, the robust construction ensures reliable performance throughout the most demanding projects.</p> <h2>Key Features</h2> <ul> <li><strong>Seamless Integration:</strong> Effortlessly connects standard angle heads to compatible finishing handles for a unified tool setup.</li> <li><strong>Enhanced Articulation:</strong> The ball-joint design offers superior range of motion, allowing for precise tool placement in restricted spaces.</li> <li><strong>Professional Durability:</strong> Built to withstand the rigors of daily construction use, maintaining structural integrity under pressure.</li> <li><strong>Improved Workflow:</strong> Minimizes the need for manual adjustments, allowing for faster, more consistent corner finishing.</li> <li><strong>Ergonomic Advantage:</strong> Promotes a more natural hand position during operation, reducing strain during extended use.</li> </ul> <h2>Technical Specifications</h2> <p>| Specification | Detail |<br /> | :--- | :--- |<br /> | Brand | Asgard |<br /> | Product Name | Angle Head Ball Adapter |<br /> | SKU | CFA-AD |<br /> | UPC | 0873876004829 |<br /> | Compatibility | Standard Angle Heads and Finishing Handles |</p>",Asgard Angle Head Ball Adapter,40.00,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Asgard/Products/cfa-ad.webp,Drywall Finishing Tools > Asgard > Corner & Angle Tools,"angle head, Asgard",16,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Asgard,1,1
Asgard,FA01-AD,,Asgard Box Filler Adapter,simple,"<h2>Streamline Your Drywall Finishing Workflow</h2> <p>Maximize the efficiency of your taping setup with the Asgard Box Filler Adapter. Engineered for professionals who demand reliable performance without the premium price tag, this essential component bridges the gap between your loading pump and finishing tools. Whether you are prepping for a large-scale commercial project or a residential renovation, this adapter ensures a consistent, mess-free flow of joint compound every time.</p> <h2>Universal Compatibility and Precision Engineering</h2> <p>Designed to integrate flawlessly into your existing toolkit, the Asgard Box Filler Adapter offers broad compatibility with all major industry-standard loading pumps. Its robust construction ensures it can withstand the rigors of daily job-site use, providing a secure connection that prevents leaks and minimizes downtime. By facilitating the rapid filling of flat boxes, angle boxes, and nail spotters, this adapter helps you maintain a steady pace and achieve a professional finish with ease.</p> <h2>Key Features</h2> <ul> <li><strong>Universal Integration:</strong> Engineered to connect seamlessly with virtually all major brands of drywall loading pumps.</li> <li><strong>Versatile Application:</strong> Perfectly suited for filling a wide range of tools, including flat boxes, angle boxes, and nail spotters.</li> <li><strong>Durable Construction:</strong> Built to endure the demanding environment of professional drywall finishing.</li> <li><strong>Cost-Effective Performance:</strong> Delivers high-end functionality and reliability without the unnecessary overhead costs.</li> <li><strong>Optimized Workflow:</strong> Reduces manual handling of compound, allowing for faster, cleaner, and more efficient tool loading.</li> </ul> <h2>Technical Specifications</h2> <p>| Specification | Detail |<br /> | :--- | :--- |<br /> | Brand | Asgard |<br /> | Product Name | Box Filler Adapter |<br /> | SKU | FA01-AD |<br /> | UPC | 0873876004577 |<br /> | Compatibility | Major brand loading pumps |<br /> | Primary Use | Filling flat boxes, angle boxes, and nail spotters |</p>","Asgard Taping Tools by TapeTech deliver exceptional durability and functionality without the added markup. The Asgard filler adapter is designed to work seamlessly with all major brand Loading Pumps, making it ideal for filling Flat Boxes, Angle Boxes, and Nail Spotters.",45.00,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Asgard/Products/fa01-ad.webp,Drywall Finishing Tools > Asgard > Parts & Accessories,Asgard,17,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Asgard,1,1
Asgard,BBH-AD,,Asgard Brakeless Box Handle,simple,"<h2>Master Your Drywall Finish with Effortless Control</h2> <p>Elevate your finishing efficiency with the Asgard Brakeless Box Handle, a precision-engineered tool designed for professionals who demand seamless performance. By eliminating the traditional braking mechanism, this handle provides a fluid, uninterrupted range of motion, allowing you to glide across walls and ceilings with unparalleled consistency. Whether you are tackling high-reach areas or standard wall joints, this handle ensures your finishing boxes deliver a flawless, professional-grade coat every time.</p> <h2>Built for the Demanding Professional</h2> <p>Constructed from high-grade, lightweight materials, the Asgard handle minimizes physical strain, allowing for extended periods of operation without the onset of fatigue. Its ergonomic profile is optimized for balance and control, ensuring that your movements remain steady and precise throughout the workday. This is a robust, streamlined solution designed to withstand the rigors of the job site while maintaining the reliability required for high-volume drywall projects.</p> <h2>Key Features</h2> <ul> <li><strong>Brakeless Fluidity:</strong> The innovative design removes mechanical resistance, enabling smooth, continuous strokes for a superior finish.</li> <li><strong>Ergonomic Construction:</strong> Engineered to reduce wrist and arm strain, promoting comfort during long-duration finishing tasks.</li> <li><strong>Professional-Grade Durability:</strong> Crafted from premium, lightweight materials that offer a perfect balance of strength and maneuverability.</li> <li><strong>Versatile Application:</strong> Ideal for both wall and ceiling finishing, providing consistent pressure and control in any orientation.</li> <li><strong>Industry-Backed Reliability:</strong> Supported by a comprehensive 5-year warranty from TapeTech, ensuring long-term peace of mind for your investment.</li> </ul> <h2>Technical Specifications</h2> <p>| Specification | Detail |<br /> | :--- | :--- |<br /> | Brand | Asgard |<br /> | Product Name | Brakeless Box Handle |<br /> | SKU | BBH-AD |<br /> | Warranty | 5-Year (TapeTech) |<br /> | Design | Brakeless / Fixed-Angle |<br /> | Application | Drywall Finishing Boxes |</p>",Asgard Brakeless Box Handle,128.00,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Asgard/Products/bbh-ad.webp,Drywall Finishing Tools > Asgard > Handles & Extensions,"Asgard, brakeless",18,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Asgard,1,1
Asgard,FBHE-AD,,Asgard Extendable Flat Box Handle,simple,"<h2>Precision Control for Professional Drywall Finishing</h2> <p>Elevate your finishing workflow with the Asgard Extendable Flat Box Handle, an essential tool engineered for contractors who demand reliability and performance. Designed by the experts at TapeTech, this handle delivers the robust build quality required for high-volume jobsites while maintaining an accessible price point. By integrating advanced mechanics with an ergonomic design, it ensures that every pass is smooth, consistent, and effortless.</p> <h2>Superior Reach and Versatility</h2> <p>Stop relying on stilts for every high-wall application. This versatile handle features a telescopic adjustment range of 41 to 63 inches, granting you the reach necessary to tackle ceilings and upper wall sections with ease. Its universal compatibility ensures it integrates seamlessly with all major flat box brands, making it a versatile addition to any professional drywall toolkit.</p> <h2>Key Features</h2> <ul> <li><strong>Brake Anywhere Technology:</strong> Experience precise control with a proprietary braking system that allows you to lock the box at any angle, eliminating the mechanical wear typically associated with traditional pinch-brake designs.</li> <li><strong>Telescopic Adjustment:</strong> Easily transition between heights with a smooth-sliding extension mechanism that locks securely from 41"" to 63"".</li> <li><strong>Universal Compatibility:</strong> Engineered to fit perfectly with all major industry-standard flat boxes, ensuring maximum utility across your existing equipment inventory.</li> <li><strong>Durable Construction:</strong> Built to withstand the rigors of daily professional use, providing long-term value and consistent operation on demanding job sites.</li> <li><strong>Ergonomic Handling:</strong> Designed to reduce operator fatigue, allowing for extended periods of use without sacrificing the quality of the finish.</li> </ul> <h2>Technical Specifications</h2> <p>| Specification | Detail |<br /> | :--- | :--- |<br /> | Brand | Asgard |<br /> | Product Name | Extendable Flat Box Handle |<br /> | SKU | FBHE-AD |<br /> | UPC | 873876004645 |<br /> | Minimum Length | 41 inches |<br /> | Maximum Length | 63 inches |<br /> | Brake System | Brake Anywhere Technology |</p>","Experience the next level of drywall efficiency with Asgard Taping Tools by TapeTech, known for its durability and functionality without the added markup. The Asgard Extendable, Flat Box Handle, is compatible with all major brand Flat Boxes and provides exceptional control for a flawless finish. Featuring the innovative Brake Anywhere design, it eliminates wear issues common with the pinch brake system. This handle extends from 41"" to 63"", allowing you to reach more areas without needing stilts.",292.00,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Asgard/Products/fbhe-ad.webp,Drywall Finishing Tools > Asgard > Handles & Extensions,"Asgard, extendable, flat box, flat box handle",19,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Asgard,1,1
Asgard,XH-AD,,Asgard Extendable Support Handle,simple,"<h2>Elevate Your Drywall Finishing Precision</h2> <p>Master complex angles and high-reach surfaces with the Asgard Extendable Support Handle. Engineered specifically for the rigorous demands of professional drywall finishing, this versatile tool provides the rock-solid stability required to achieve seamless, high-quality results. Whether you are maneuvering corner applicators, angle heads, or rollers, this handle serves as the essential link between your technique and a flawless finish.</p> <h2>Designed for Professional Endurance</h2> <p>Efficiency is built into every inch of this handle. The telescopic design allows for rapid, effortless length adjustments, ensuring you can transition from floor-level work to high-ceiling corners without breaking your rhythm. By combining a lightweight construction with a fatigue-reducing ergonomic grip, Asgard has created a tool that maintains peak performance during long, demanding shifts on the job site.</p> <h2>Key Features</h2> <ul> <li><strong>Versatile Compatibility:</strong> Seamlessly integrates with a wide range of finishing tools, including angle heads, corner applicators, nail spotters, and rollers.</li> <li><strong>Telescopic Reach:</strong> Easily adjustable length allows for precise control in hard-to-reach areas and varying ceiling heights.</li> <li><strong>Ergonomic Design:</strong> Engineered to minimize hand and wrist strain, promoting comfort during extended professional use.</li> <li><strong>Lightweight Durability:</strong> Constructed from premium, high-strength materials that offer a perfect balance of portability and long-term resilience.</li> <li><strong>Professional Reliability:</strong> Backed by a comprehensive 5-year warranty, ensuring peace of mind and long-term investment value.</li> </ul> <h2>Technical Specifications</h2> <p>| Specification | Detail |<br /> | :--- | :--- |<br /> | Brand | Asgard |<br /> | Product Name | Extendable Support Handle |<br /> | SKU | XH-AD |<br /> | UPC | 873876004744 |<br /> | Warranty | 5-Year (TapeTech) |</p>",Asgard Extendable Support Handle,163.00,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Asgard/Products/xh-ad.webp,Drywall Finishing Tools > Asgard > Handles & Extensions,"Asgard, extendable",20,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Asgard,1,1
Asgard,FH-AD,,Asgard Fiberglass Handle,simple,"<h2>Elevate Your Drywall Finishing Precision</h2> <p>Achieve professional-grade results with the Asgard Fiberglass Support Handle, a robust and versatile solution engineered for the demands of modern drywall finishing. Designed to integrate seamlessly into your existing workflow, this handle provides the stability and control required for high-efficiency taping and finishing tasks. Whether you are operating corner rollers or angle boxes, this tool is built to withstand the rigors of the job site while maintaining a lightweight, manageable profile.</p> <h2>Engineered for Professional Performance</h2> <p>This support handle is crafted with a focus on operator comfort and mechanical reliability. The 1.25-inch diameter shaft offers an ergonomic grip that reduces hand fatigue during extended use, while the specialized D-shaped fitting ensures a rock-solid connection. By eliminating unwanted rotation, this design allows for precise, fluid movements, ensuring your tools perform exactly as intended every time you engage them.</p> <h2>Key Features</h2> <ul> <li><strong>Universal Compatibility:</strong> Fully compatible with a wide range of finishing tools, including Angle Boxes, Angle Heads, Corner Rollers, and Nail Spotters.</li> <li><strong>Anti-Rotation D-Fitting:</strong> Features a precision-engineered D-shaped connector that locks securely into Asgard Angle Boxes for maximum stability.</li> <li><strong>Ergonomic Design:</strong> The 1.25-inch diameter handle is optimized for a comfortable, secure grip, minimizing strain during repetitive motions.</li> <li><strong>Durable Construction:</strong> Built from high-strength fiberglass to provide a perfect balance between lightweight portability and long-term structural integrity.</li> <li><strong>Professional Reliability:</strong> Designed to meet the high standards of drywall contractors who demand consistent performance and efficiency.</li> </ul> <h2>Technical Specifications</h2> <p>| Specification | Detail |<br /> | :--- | :--- |<br /> | Brand | Asgard |<br /> | Product Name | Fiberglass Support Handle |<br /> | SKU | FH-AD |<br /> | Handle Diameter | 1.25 inches |<br /> | Material | Fiberglass |<br /> | Compatibility | Corner Rollers, Angle Boxes, Angle Heads, Nail Spotters |</p>",Asgard Fiberglass Support Handle,43.00,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Asgard/Products/fh-ad.webp,Drywall Finishing Tools > Asgard > Handles & Extensions,"Asgard, fiberglass",21,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Asgard,1,1
Asgard,9R-PIR7-OTNL,,Asgard Full Taping Tool Set - PRO GRADE (10/12 Standard Full Set),simple,"<h2>Elevate Your Drywall Finishing Efficiency</h2> <p>Achieve professional-grade results with the Asgard Full Taping Tool Set. Engineered for contractors who demand precision and reliability, this comprehensive 10/12-inch standard set provides everything necessary to streamline your workflow, reduce fatigue, and deliver a flawless Level 5 finish on every project. By combining rugged durability with intuitive design, Asgard empowers you to maximize productivity without compromising on quality.</p> <h2>Built for the Demanding Professional</h2> <p>Asgard tools are meticulously crafted to withstand the rigors of daily job site use. Backed by the extensive TapeTech service network and a robust 5-year limited warranty, this set represents a smart investment for your business. Whether you are tackling large-scale commercial installations or residential renovations, these tools offer the consistent performance required to maintain high standards of craftsmanship while optimizing your labor time.</p> <h2>Key Features</h2> <ul> <li><strong>Comprehensive System:</strong> Includes a full suite of essential tools, from the Automatic Taper and Loading Pump to 10"" and 12"" Finish Boxes, ensuring you have the right equipment for every stage of the taping process.</li> <li><strong>Precision Finishing:</strong> Features a 3"" Angle Head and Inside Corner Roller to ensure crisp, clean corners and seamless transitions.</li> <li><strong>Ergonomic Control:</strong> Equipped with an extendable finishing box handle and a lightweight fiberglass support handle for improved reach and reduced physical strain.</li> <li><strong>Reliable Performance:</strong> Engineered for smooth operation and consistent mud application, minimizing the need for rework and sanding.</li> <li><strong>Professional Support:</strong> Fully supported by the TapeTech service network, ensuring your equipment remains in peak condition for years to come.</li> </ul> <h2>Technical Specifications</h2> <p>| Specification | Detail |<br /> | :--- | :--- |<br /> | Brand | Asgard |<br /> | SKU | 9R-PIR7-OTNL |<br /> | UPC | 0873876005376 |<br /> | Included Taper | Hammer Automatic Taper (AT01-AD) |<br /> | Included Boxes | 10"" (EZ10-AD) and 12"" (EZ12-AD) Finish Boxes |<br /> | Included Pump | Loading Pump (LP01-AD) |<br /> | Included Accessories | Corner Roller, 3"" Angle Head, Angle Head Adapter, Fiberglass Handle, Gooseneck, Filler Adapter |<br /> | Warranty | 5-Year Limited Warranty |</p>",Includes the following;,3670.00,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Asgard/Products/9r-pir7-otnl.webp,Drywall Finishing Tools > Asgard > Tool Sets & Bundles,"Asgard, taping tool, tool set",22,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Asgard,1,1
Asgard,GN01-AD,,Asgard Gooseneck,simple,"<h2>Streamline Your Drywall Finishing Workflow</h2> <p>Maximize your productivity on the job site with the Asgard Gooseneck, a professional-grade component engineered to bridge the gap between your loading pump and automatic taper. Designed for contractors who demand reliability and efficiency, this tool simplifies the compound loading process, allowing you to maintain a consistent workflow without unnecessary downtime or equipment friction.</p> <h2>Precision Engineering for Heavy-Duty Use</h2> <p>Constructed from premium-grade stainless steel, the Asgard Gooseneck is built to withstand the rigorous demands of daily professional drywall finishing. Its robust architecture ensures a leak-free, secure connection to your loading pump, providing the structural integrity needed to handle high-viscosity joint compounds with ease. By choosing Asgard, you gain access to high-performance taping technology that delivers professional results while optimizing your overhead costs.</p> <h2>Key Features</h2> <ul> <li><strong>Universal Compatibility:</strong> Engineered to integrate seamlessly with all traditional-style automatic tapers and standard industry loading pumps.</li> <li><strong>Durable Construction:</strong> Fabricated from high-quality stainless steel to resist corrosion and endure the wear and tear of active construction environments.</li> <li><strong>Efficient Loading:</strong> Facilitates rapid, mess-free transfer of joint compound, significantly reducing prep time between taping runs.</li> <li><strong>Secure Attachment:</strong> Precision-machined threads and fittings ensure a tight, reliable seal to prevent compound leakage during high-pressure loading.</li> <li><strong>Professional Value:</strong> Delivers the performance and durability of premium taping tools at a competitive price point for the value-conscious contractor.</li> </ul> <h2>Technical Specifications</h2> <p>| Specification | Detail |<br /> | :--- | :--- |<br /> | Brand | Asgard |<br /> | Product Name | Asgard Gooseneck |<br /> | SKU | GN01-AD |<br /> | UPC | 873876004584 |<br /> | Material | Stainless Steel |<br /> | Compatibility | Traditional-style automatic tapers and major brand loading pumps |</p>","Elevate your drywall work with Asgard Taping Tools by TapeTech, offering unparalleled durability and functionality without the added markup. The Asgard Gooseneck is expertly designed to quickly and efficiently load your Automatic Taper with joint compound. Crafted from high-quality stainless steel, this gooseneck guarantees a secure and robust attachment to your loading pump. It is compatible with all traditional-style automatic tapers and major brand loading pumps.",100.00,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Asgard/Products/gn01-ad.webp,Drywall Finishing Tools > Asgard > Parts & Accessories,"Asgard, gooseneck",23,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Asgard,1,1
