Brands,SKU,MPN,Name,Type,Description,Short description,Regular price,Sale price,Images,Categories,Tags,Position,Published,Is featured?,Visibility in catalog,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Shipping class,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global
Columbia Taping Tools,GCTBOXSET,,"Columbia 10"" and 12"" Flat Box Combo (GCTBOXSET)",simple,"<h2>Master Professional Drywall Finishing</h2><p>Elevate your workflow with the Columbia 10"" and 12"" Flat Box Combo, a precision-engineered solution designed for the modern drywall contractor. This comprehensive set provides the essential tools required to achieve seamless, high-quality flat joint finishes with unmatched speed and consistency. By integrating professional-grade components into one cohesive system, Columbia Taping Tools ensures you spend less time on manual labor and more time delivering flawless results on every job site.</p><h2>Engineered for Efficiency and Performance</h2><p>This combo set is built to withstand the rigors of daily professional use. The 10-inch and 12-inch flat boxes are crafted to provide the perfect balance of mud capacity and maneuverability, allowing for a smooth, two-coat application process that minimizes sanding and rework. Paired with the robust 42-inch handle and the high-capacity Hot Mud Pump, this system streamlines the loading process, keeping you productive from the first joint to the last.</p><h2>Key Features</h2><ul><li><strong>Dual-Box Versatility:</strong> Includes both 10"" and 12"" flat boxes to handle various stages of the finishing process, from initial fill to final coat.</li><li><strong>High-Capacity Mud Pump:</strong> The included Hot Mud Pump features a heavy-duty filler attachment, ensuring rapid, mess-free loading of your flat boxes.</li><li><strong>Ergonomic 42"" Handle:</strong> Designed for optimal reach and control, the handle reduces operator fatigue during extended finishing sessions.</li><li><strong>Professional-Grade Construction:</strong> Built with durable materials to endure the demanding environment of high-volume commercial and residential projects.</li><li><strong>Complete Finishing System:</strong> A turnkey solution that eliminates the need for piecemeal tool purchasing, ensuring all components work in perfect harmony.</li></ul><h2>Technical Specifications</h2><p>| Specification | Detail | | :--- | :--- | | SKU | GCTBOXSET | | Brand | Columbia Taping Tools | | Product Name | Columbia 10"" and 12"" Flat Box Combo | | Box Sizes | 10 inch and 12 inch | | Handle Length | 42 inches | | System Type | Two-coat flat joint finishing system | | Included Accessories | Hot Mud Pump with Filler Attachment |</p>","The Columbia 10"" & 12"" Flat Box Combo delivers a complete two-coat finishing system for professional drywall contractors. Includes the 10"" and 12"" flat boxes, a 42"" handle, and a high-capacity Hot Mud",1199.00,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Columbia/Products/gctboxset.webp,Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,,112,1,0,visible,,,taxable,,1,,,,,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1
Columbia Taping Tools,GCOLBOX-EXT,,"Columbia 10"" and 12"" Flat Box Combo Set w/ Extendable Handle (GCOLBOX-EXT)",simple,"<h2>Professional-Grade Precision for Seamless Drywall Finishing</h2><p>Elevate your drywall finishing workflow with the Columbia 10"" and 12"" Flat Box Combo Set. Engineered for contractors who demand consistency and speed, this comprehensive system streamlines the application of joint compound, ensuring a professional, smooth finish on every seam. By combining high-capacity flat boxes with the versatile Matrix extendable handle, this kit provides the reach and control necessary to tackle high ceilings and expansive walls with unmatched efficiency.</p><h2>Built for Durability and Performance</h2><p>Crafted in Canada to meet the rigorous standards of professional tradespeople, this set is designed to withstand the daily demands of the job site. The inclusion of the Hot Mud Pump and Filler Attachment ensures a rapid, mess-free loading process, allowing you to spend less time prepping and more time finishing. With a robust 5-year manufacturer warranty, this equipment represents a reliable, long-term investment in your professional toolkit.</p><h2>Key Features</h2><ul><li><strong>Complete Finishing System:</strong> Includes both 10"" and 12"" flat boxes to handle the initial fill and the final coat with precision.</li><li><strong>Matrix Extendable Handle:</strong> Features an adjustable range of 40"" to 60"", providing ergonomic reach for varying wall heights and ceiling work.</li><li><strong>Efficient Loading:</strong> Comes equipped with a high-performance Hot Mud Pump and dedicated filler attachment for seamless, rapid box filling.</li><li><strong>Canadian Craftsmanship:</strong> Built with premium materials to ensure longevity and consistent performance under heavy-duty use.</li><li><strong>Professional Reliability:</strong> Backed by a 5-year manufacturer warranty, offering peace of mind for your business operations.</li></ul><h2>Technical Specifications</h2><p>| Specification | Detail | | :--- | :--- | | SKU | GCOLBOX-EXT | | Brand | Columbia Taping Tools | | Box Sizes | 10"" and 12"" | | Handle Type | Matrix Extendable Handle | | Handle Length | 40"" – 60"" | | Included Accessories | Hot Mud Pump, Filler Attachment | | Origin | Canada | | Warranty | 5-Year Manufacturer Warranty |</p>","The Columbia 10"" & 12"" Flat Box Combo Set with Extendable Handle includes the complete two-coat flat finishing system plus an adjustable 40""–60"" Matrix Extendable Handle, Hot Mud Pump, and Filler Atta",1339.50,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Columbia/Products/gcolbox-ext.webp,Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,,113,1,0,visible,,,taxable,,1,,,,,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1
Columbia Taping Tools,G10105-2,,"Columbia 10"" and 12"" Full Set w/ Predator Taper Upgrade (G10105-2)",simple,"<h2>Master Your Drywall Finish with the Columbia Predator Pro Set</h2><p>Elevate your finishing efficiency with the Columbia 10"" and 12"" Full Set, a precision-engineered toolkit designed for the high-output professional. By integrating the advanced Predator Automatic Taper, this comprehensive system streamlines the taping and finishing process, ensuring consistent, high-quality results on every job site. Built to withstand the rigors of daily commercial use, this set provides the reliability and speed required to meet tight deadlines without compromising on craftsmanship.</p><h2>Unmatched Performance and Reliability</h2><p>Every component in this kit has been curated to work in perfect harmony, from the high-capacity flat boxes to the versatile angle heads. The Predator Taper upgrade offers superior control and fluid operation, reducing operator fatigue during long shifts. With a robust pump system and ergonomic handles included, you have a complete, ready-to-deploy solution that minimizes downtime and maximizes your daily output. Backed by a 5-year manufacturer warranty, this investment is designed to be the cornerstone of your professional toolkit for years to come.</p><h2>Key Features</h2><ul><li><strong>Predator Taper Upgrade:</strong> Features enhanced mechanical precision for smoother, more reliable tape application and reduced drag.</li><li><strong>Comprehensive Finishing Kit:</strong> Includes both 10"" and 12"" flat boxes to handle various stages of the finishing process with ease.</li><li><strong>Professional-Grade Components:</strong> Comes equipped with a full pump system, corner tools, and an angle head for seamless transitions between flat and corner work.</li><li><strong>Ergonomic Design:</strong> All handles are engineered for balance and comfort, allowing for extended use with minimal physical strain.</li><li><strong>Built for Longevity:</strong> Constructed from premium materials to ensure durability in demanding construction environments.</li></ul><h2>Technical Specifications</h2><p>| Specification | Detail | | :--- | :--- | | SKU | G10105-2 | | Brand | Columbia Taping Tools | | Set Components | 10"" & 12"" Flat Boxes, Predator Taper, Pump System, Corner Tools, Angle Head, Handles | | Warranty | 5-Year Manufacturer Warranty | | Price | $3,895.00 |</p>","The Columbia 10"" & 12"" Full Set with Predator Taper Upgrade is the definitive turnkey solution for professional drywall contractors. Anchored by the upgraded Predator Automatic Taper, this comprehensi",3895.00,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Columbia/Products/g10105-2.webp,Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,,114,1,0,visible,,,taxable,,1,,,,,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1
Columbia Taping Tools,G10105,,"Columbia 10"" and 12"" Full Set w/ Stilts (G10105)",simple,"<h2>Master Your Workflow with the Columbia Professional Finishing Suite</h2><p>Elevate your drywall finishing capabilities with this comprehensive, high-performance package from Columbia Taping Tools. Engineered for the rigorous demands of professional contractors, this set provides every essential tool required to achieve flawless, high-speed results on large-scale projects. By integrating precision-machined flat boxes with an industry-leading automatic taper and adjustable stilts, this kit eliminates downtime and maximizes efficiency on every job site.</p><h2>Unrivaled Precision and Durability</h2><p>Every component in this set is built to withstand the heavy-duty environment of professional construction. The included 10-inch and 12-inch flat boxes are designed for consistent mud application and smooth feathering, while the automatic taper ensures rapid, accurate joint taping. With the addition of the 24-inch to 40-inch adjustable stilts, you gain the reach and stability necessary to tackle high ceilings and vertical surfaces with total confidence. Backed by a robust 5-year manufacturer warranty, this investment is designed to deliver long-term reliability and superior finish quality.</p><h2>Key Features</h2><ul><li><strong>Comprehensive Finishing System:</strong> Includes a full suite of tools: automatic taper, corner finishing tools, 10"" and 12"" flat boxes, and a complete pump system.</li><li><strong>Professional-Grade Stilts:</strong> Comes with adjustable 24""–40"" drywall stilts for enhanced reach and ergonomic maneuverability.</li><li><strong>Optimized Efficiency:</strong> Streamlines the taping and finishing process, significantly reducing labor time compared to manual methods.</li><li><strong>Built for Longevity:</strong> Constructed with premium materials to endure daily professional use.</li><li><strong>Industry-Leading Support:</strong> Protected by a 5-year manufacturer warranty, ensuring peace of mind for your business investment.</li></ul><h2>Technical Specifications</h2><p>| Specification | Detail | | :--- | :--- | | SKU | G10105 | | Brand | Columbia Taping Tools | | Stilt Range | 24"" – 40"" | | Flat Box Sizes | 10"" and 12"" | | Warranty | 5-Year Manufacturer Warranty | | Included Components | Automatic Taper, Corner Tools, Flat Boxes, Pump System, Handles, Stilts |</p>","The Columbia Taping Tools 10"" & 12"" Full Set with Stilts is the ultimate professional finishing package for contractors who work at height. Includes the Automatic Taper, corner tools, 10"" & 12"" flat b",3875.00,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Columbia/Products/g10105.webp,Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,,115,1,0,visible,,,taxable,,1,,,,,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1
Columbia Taping Tools,G70112,,"Columbia 10"" and 12"" Jumbo Set of Drywall Taping Tools (G70112)",simple,"<h2>Master Professional Drywall Finishing with Columbia</h2><p>Elevate your job site efficiency with the Columbia 10"" and 12"" Jumbo Drywall Taping Set. Engineered for high-volume contractors who demand precision and durability, this comprehensive kit provides everything necessary to achieve a flawless, professional-grade finish. By integrating advanced automatic finishing technology with robust, field-tested components, this set minimizes manual labor while maximizing output on large-scale residential and commercial projects.</p><h2>Unmatched Performance and Reliability</h2><p>Designed to withstand the rigors of daily professional use, the Columbia Jumbo set streamlines your workflow from start to finish. The inclusion of dual Hot Mud Pumps ensures consistent material delivery, while the precision-engineered finishing tools allow for seamless application and smoothing. Every component in this kit is built to the exacting standards of the Columbia Taping Tools brand, ensuring that your investment delivers consistent, high-quality results for years to come. With a 5-year manufacturer warranty, you can operate with total confidence in your equipment.</p><h2>Key Features</h2><ul><li><strong>Comprehensive Finishing Suite:</strong> Includes both 10"" and 12"" finishing boxes to handle various stages of the taping and coating process with ease.</li><li><strong>Dual Hot Mud Pumps:</strong> High-capacity pumping system designed for rapid, reliable material transfer, reducing downtime during application.</li><li><strong>Professional-Grade Automation:</strong> Features a full range of automatic finishing tools and a dedicated nail spotter for precision work in tight or detailed areas.</li><li><strong>Ergonomic Handle System:</strong> Comes equipped with a complete set of specialized handles tailored for optimal control and reduced operator fatigue.</li><li><strong>Built for High Volume:</strong> Engineered specifically for contractors who require speed, consistency, and durability on demanding, large-scale drywall installations.</li></ul><h2>Technical Specifications</h2><p>| Specification | Detail | | :--- | :--- | | SKU | G70112 | | Brand | Columbia Taping Tools | | Set Contents | 10"" & 12"" Finishing Boxes, Dual Hot Mud Pumps, Nail Spotter, Assorted Handles | | Warranty | 5-Year Manufacturer Warranty | | Application | Professional Drywall Taping and Finishing |</p>","The Columbia 10"" & 12"" Jumbo Drywall Taping Set is the most complete professional kit available, featuring dual Hot Mud Pumps, a full range of automatic finishing tools, nail spotter, and every dedica",4999.00,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Columbia/Products/g70112.webp,Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,,116,1,0,visible,,,taxable,,1,,,,,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1
Columbia Taping Tools,FA273,,"Columbia 10-24 X 1"" Hex Bolt (FA273)",simple,"<h2>Precision-Engineered Fastening Solutions</h2><p>Ensure the structural integrity of your projects with the Columbia 10-24 x 1"" Hex Bolt. Designed for professionals who demand consistency and reliability, this fastener provides a secure, high-strength connection for a wide range of mechanical and assembly applications. Whether you are working on industrial machinery, custom fabrication, or routine maintenance, Columbia Tools delivers the durability required to withstand demanding environments.</p><h2>Engineered for Performance</h2><p>This hex bolt is manufactured to precise tolerances, ensuring a seamless fit and optimal torque application. The hexagonal head design allows for easy installation and removal using standard wrenches or socket sets, minimizing downtime and maximizing efficiency on the job site. Its robust construction resists stripping and ensures a reliable hold under tension, making it an essential component for any well-stocked workshop or professional tool kit.</p><h2>Key Features</h2><ul><li><strong>Standardized Threading:</strong> Features a 10-24 thread pitch for compatibility with standard nuts and tapped holes.</li><li><strong>Optimal Length:</strong> The 1-inch shaft length provides versatile reach for securing multiple material thicknesses.</li><li><strong>Durable Hex Head:</strong> Designed for high-torque applications, allowing for secure tightening without slippage.</li><li><strong>Professional Grade:</strong> Manufactured by Columbia Tools to meet rigorous quality standards for industrial and commercial use.</li><li><strong>Versatile Application:</strong> Ideal for automotive, construction, and general mechanical repair projects.</li></ul><h2>Technical Specifications</h2><p>| Specification | Detail | | :--- | :--- | | SKU | FA273 | | Brand | Columbia Tools | | Thread Size | 10-24 | | Length | 1 inch | | Head Type | Hexagonal |</p>","Columbia 10-24 X 1"" Hex Bolt",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Columbia/Products/FA273_0.webp,Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,,117,1,0,visible,,,taxable,,1,,,,,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1
Columbia Taping Tools,FA314,,Columbia 10-24 X 1-1/2 Pan Slot (FA314),simple,"<h2>Precision Engineered Fastening Solutions</h2><p>Ensure structural integrity and reliable performance in your assembly projects with the Columbia 10-24 x 1-1/2 Pan Slot machine screw. Designed for professionals who demand consistency, this fastener provides a secure hold across a variety of industrial and mechanical applications. Its robust construction and standardized threading make it an essential component for your hardware inventory.</p><h2>Reliable Performance and Design</h2><p>Engineered to meet rigorous standards, this pan head screw features a slotted drive, allowing for easy installation and removal with standard flat-head tools. The 10-24 thread pitch ensures a precise fit for compatible tapped holes or nuts, while the 1-1/2 inch length offers the reach necessary for thicker material assemblies. Whether you are working on equipment maintenance, custom fabrication, or general repairs, this fastener delivers the durability required for long-term stability.</p><h2>Key Features</h2><ul><li><strong>Standardized Threading:</strong> Features a 10-24 thread count for universal compatibility with matching hardware.</li><li><strong>Pan Head Profile:</strong> Designed with a wide, rounded head that provides a clean, finished appearance and excellent surface contact.</li><li><strong>Slotted Drive:</strong> Allows for straightforward manual installation using a standard flat-blade screwdriver.</li><li><strong>Optimal Length:</strong> The 1-1/2 inch shank provides versatile reach for various fastening requirements.</li><li><strong>Professional Grade:</strong> Manufactured by Columbia Tools to meet the demands of trade and industrial environments.</li></ul><h2>Technical Specifications</h2><p>| Specification | Detail | | :--- | :--- | | SKU | FA314 | | Brand | Columbia Tools | | Product Name | Columbia 10-24 X 1-1/2 Pan Slot | | Thread Size | 10-24 | | Length | 1-1/2 inch | | Head Style | Pan | | Drive Type | Slotted |</p>",Columbia 10-24 X 1-1/2 Pan Slot,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Columbia/Products/FA314_0.webp,Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,,118,1,0,visible,,,taxable,,1,,,,,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1
Columbia Taping Tools,FA279,,Columbia 10-24 X 1-1/4in Hex Bolt (FA279),simple,"<h2>Precision Engineering for Reliable Fastening</h2><p>Ensure your projects remain secure and structurally sound with the Columbia 10-24 x 1-1/4 inch Hex Bolt. Designed for professionals who demand consistency and durability, this fastener provides a robust connection for a wide range of assembly and repair applications. Whether you are working on heavy-duty machinery, custom fabrication, or general maintenance, this bolt delivers the reliable performance required to get the job done right the first time.</p><h2>Built for Performance</h2><p>Crafted to meet rigorous industrial standards, this hex bolt features a precision-cut thread pattern that ensures smooth engagement and a secure hold. The hexagonal head design allows for high-torque application using standard wrenches or sockets, minimizing the risk of slippage during installation. Its 1-1/4 inch length provides the ideal reach for securing multiple components, making it an essential addition to any workshop or professional tool kit.</p><h2>Key Features</h2><ul><li><strong>Standardized Threading:</strong> Features a 10-24 thread count for universal compatibility with matching nuts and tapped holes.</li><li><strong>High-Torque Hex Head:</strong> Engineered for easy gripping and tightening with standard hand tools or power drivers.</li><li><strong>Optimal Length:</strong> The 1-1/4 inch shaft length offers versatile utility for various fastening depths.</li><li><strong>Professional Grade:</strong> Manufactured by Columbia Tools to ensure consistent quality and structural integrity.</li><li><strong>Reliable Construction:</strong> Built to withstand demanding environments and maintain a secure grip over time.</li></ul><h2>Technical Specifications</h2><p>| Specification | Detail | | :--- | :--- | | SKU | FA279 | | Brand | Columbia Tools | | Product Name | 10-24 X 1-1/4in Hex Bolt | | Thread Size | 10-24 | | Length | 1-1/4 inch | | Head Style | Hexagonal |</p>",Columbia 10-24 X 1-1/4in Hex Bolt,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Columbia/Products/FA279_0.webp,Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,,119,1,0,visible,,,taxable,,1,,,,,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1
Columbia Taping Tools,FA312,,"Columbia 10-24 X 1/4"" Set Screw (FA312)",simple,"<h2>Precision Engineering for Reliable Fastening</h2><p>Ensure your equipment remains secure and operational with the Columbia 10-24 x 1/4"" Set Screw. Designed for demanding industrial and mechanical applications, this component provides the high-strength holding power required to lock shafts, pulleys, and gears firmly in place. Whether you are performing routine maintenance or executing a complex assembly, this fastener delivers the consistent performance expected from Columbia Tools.</p><h2>Built for Durability</h2><p>Crafted to meet rigorous standards, this set screw is engineered to withstand the mechanical stresses of daily operation. Its precise threading ensures a smooth, secure fit, minimizing the risk of vibration-induced loosening. Rely on this essential hardware to maintain the integrity of your machinery and prevent costly downtime.</p><h2>Key Features</h2><ul><li><strong>Precision Threading:</strong> Features a standard 10-24 thread count for seamless compatibility with matching tapped holes.</li><li><strong>Compact Profile:</strong> The 1/4"" length is ideal for low-clearance applications where space is at a premium.</li><li><strong>Industrial-Grade Construction:</strong> Manufactured to endure high-torque environments without stripping or deformation.</li><li><strong>Versatile Utility:</strong> Perfect for securing components on drive shafts, collars, and various mechanical assemblies.</li><li><strong>Reliable Performance:</strong> Engineered by Columbia Tools to provide a dependable, long-lasting hold in professional settings.</li></ul><h2>Technical Specifications</h2><p>| Specification | Detail | | :--- | :--- | | SKU | FA312 | | Brand | Columbia Tools | | Thread Size | 10-24 | | Length | 1/4"" | | Product Type | Set Screw |</p>","Columbia 10-24 X 1/4"" Set Screw",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Columbia/Products/FA312_0.webp,Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,,120,1,0,visible,,,taxable,,1,,,,,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1
Columbia Taping Tools,FA275,,"Columbia 10-24 X 3/4"" Hex Bolt (FA275)",simple,"<h2>Precision Engineering for Reliable Fastening</h2><p>Ensure your assemblies remain secure and structurally sound with the Columbia 10-24 x 3/4"" Hex Bolt. Designed for professionals who demand consistency and durability, this fastener provides a robust solution for a wide range of mechanical, automotive, and construction applications. Its precision-cut threading and high-grade construction ensure a seamless fit, minimizing the risk of stripping or loosening under vibration.</p><h2>Built for Performance</h2><p>Whether you are performing routine maintenance or executing a complex installation, the Columbia hex bolt delivers the reliability required for high-stakes projects. The hexagonal head design allows for superior torque application using standard wrenches or sockets, facilitating efficient installation and removal. Engineered to meet rigorous industrial standards, this bolt is an essential component for any well-stocked workshop or job site inventory.</p><h2>Key Features</h2><ul><li><strong>Standardized Threading:</strong> Features a 10-24 thread pitch, ensuring compatibility with a vast array of nuts and tapped holes.</li><li><strong>Optimal Length:</strong> The 3/4-inch length provides the perfect balance of reach and clearance for diverse fastening tasks.</li><li><strong>High-Torque Hex Head:</strong> Designed for secure grip and effective torque transfer, reducing the likelihood of tool slippage.</li><li><strong>Professional Grade:</strong> Manufactured by Columbia Tools to maintain consistent quality and structural integrity.</li><li><strong>Versatile Application:</strong> Ideal for securing components in machinery, equipment, and general hardware assemblies.</li></ul><h2>Technical Specifications</h2><p>| Specification | Detail | | :--- | :--- | | SKU | FA275 | | Brand | Columbia Tools | | Thread Size | 10-24 | | Length | 3/4"" | | Head Type | Hexagonal |</p>","Columbia 10-24 X 3/4"" Hex Bolt",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Columbia/Products/FA275_0.webp,Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,,121,1,0,visible,,,taxable,,1,,,,,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1
Columbia Taping Tools,FA274,,"Columbia 10-24 X 3/8"" Socket Hd Screw (FA274)",simple,"<h2>Precision Engineering for Reliable Fastening</h2><p>Ensure the structural integrity of your projects with the Columbia 10-24 x 3/8"" Socket Head Screw. Designed for professionals who demand consistency and durability, this fastener provides a secure hold in demanding mechanical and assembly applications. Its socket head design allows for high-torque tightening, making it an essential component for precision machinery, equipment maintenance, and custom fabrication tasks.</p><h2>Built for Performance</h2><p>Engineered to meet rigorous industrial standards, this socket head screw offers excellent resistance to loosening under vibration. The clean, uniform threading ensures smooth installation, while the high-grade material composition provides the strength necessary to withstand significant tension. Whether you are performing routine repairs or constructing complex assemblies, Columbia Tools delivers the reliability required to get the job done right the first time.</p><h2>Key Features</h2><ul><li><strong>High-Torque Capability:</strong> The socket head design facilitates efficient tightening with hex keys, allowing for greater force application without stripping the head.</li><li><strong>Precision Threading:</strong> Manufactured to exact 10-24 specifications for a seamless, secure fit in compatible tapped holes.</li><li><strong>Durable Construction:</strong> Built to withstand the rigors of professional use, ensuring long-term stability in your hardware assemblies.</li><li><strong>Versatile Application:</strong> Ideal for a wide range of industrial, automotive, and DIY mechanical projects requiring a low-profile, high-strength fastener.</li><li><strong>Professional Grade:</strong> A trusted choice for technicians and builders who prioritize quality and performance in their hardware selection.</li></ul><h2>Technical Specifications</h2><p>| Specification | Detail | | :--- | :--- | | SKU | FA274 | | Brand | Columbia Tools | | Thread Size | 10-24 | | Length | 3/8"" | | Head Type | Socket Head |</p>","Columbia 10-24 X 3/8"" Socket Hd Screw",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Columbia/Products/FA274_0.webp,Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,,122,1,0,visible,,,taxable,,1,,,,,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1
Columbia Taping Tools,FA276,,Columbia 10-24 X 7/8 Pan Head Screw (FA276),simple,"<h2>Precision Fastening for Professional Applications</h2><p>Ensure the structural integrity of your projects with the Columbia 10-24 x 7/8 Pan Head Screw. Engineered for reliability and consistent performance, this fastener is a staple component for professionals who demand precision in every assembly. Whether you are working on cabinetry, metal fabrication, or general maintenance, these screws provide the secure hold necessary to complete your work with confidence.</p><h2>Engineered for Durability</h2><p>Designed to meet the rigorous standards of Columbia Tools, this pan head screw features a robust thread profile that ensures a tight, vibration-resistant fit. The pan head design offers a clean, low-profile finish while providing excellent surface contact, making it an ideal choice for applications where both strength and aesthetic neatness are required. Its 7/8-inch length provides optimal penetration for a variety of standard materials.</p><h2>Key Features</h2><ul><li><strong>Professional Grade:</strong> Manufactured by Columbia Tools to meet high-performance standards for industrial and trade use.</li><li><strong>Secure Pan Head Design:</strong> Provides a wide bearing surface for superior clamping force and a streamlined appearance.</li><li><strong>Standardized Threading:</strong> The 10-24 thread pitch ensures compatibility with a wide range of pre-tapped holes and hardware.</li><li><strong>Versatile Length:</strong> The 7/8-inch shank length is perfectly suited for medium-duty fastening tasks across diverse materials.</li><li><strong>Reliable Construction:</strong> Built to resist stripping and maintain structural tension under load.</li></ul><h2>Technical Specifications</h2><p>| Specification | Detail | | :--- | :--- | | SKU | FA276 | | Brand | Columbia Tools | | Product Name | 10-24 X 7/8 Pan Head Screw | | Thread Size | 10-24 | | Length | 7/8 inch | | Head Style | Pan Head |</p>",Columbia 10-24 X 7/8 Pan Head Screw,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Columbia/Products/FA276_0.webp,Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,,123,1,0,visible,,,taxable,,1,,,,,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1
Columbia Taping Tools,FA281,,Columbia 10-32 X Nyloc Jam Nut-2 per pack (FA281),simple,"<h2>Secure Your Connections with Precision</h2><p>Ensure your equipment remains stable and vibration-resistant with the Columbia 10-32 Nyloc Jam Nut. Engineered for reliability in demanding environments, these fasteners provide the locking security required to prevent loosening over time. Whether you are performing routine maintenance or completing a critical assembly, these nuts offer the professional-grade hold you expect from Columbia Tools.</p><h2>Reliable Locking Performance</h2><p>The integrated nylon insert creates a friction-based lock that grips the threads of your bolt, effectively resisting the loosening effects of vibration and mechanical stress. Designed with a low-profile jam nut geometry, these components are ideal for applications where space is limited or where you need to lock a primary nut in place without adding significant bulk to your assembly.</p><h2>Key Features</h2><ul><li><strong>Vibration-Resistant Design:</strong> Features a high-quality nylon insert that maintains tension and prevents backing off under operational stress.</li><li><strong>Low-Profile Jam Nut:</strong> Compact design allows for secure locking in tight spaces where standard-height nuts may not fit.</li><li><strong>Precision Threading:</strong> Manufactured to 10-32 specifications for a smooth, reliable fit on compatible hardware.</li><li><strong>Professional Grade:</strong> Built to the exacting standards of Columbia Tools for consistent performance in trade applications.</li><li><strong>Convenient Packaging:</strong> Each pack contains two units, perfect for small repairs or specific project requirements.</li></ul><h2>Technical Specifications</h2><p>| Specification | Detail | | :--- | :--- | | Brand | Columbia Tools | | SKU | FA281 | | Thread Size | 10-32 | | Nut Type | Nyloc Jam Nut | | Quantity | 2 per pack |</p>",Columbia 10-32 X Nyloc Jam Nut-2 per pack,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/Columbia/Products/FA281_0.webp,Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,,124,1,0,visible,,,taxable,,1,,,,,,,,,1,,,,,,,,,,,Brand,Columbia Taping Tools,1,1
