SKU,Brand,Type,Status,Old Image Count,New Image Count,Added Files,Removed Files
TKBS-TT-8,TapeTech,variation,no_file,0,0,,
TKBS-TT-10,TapeTech,variation,no_file,0,0,,
TKBS-TT-12,TapeTech,variation,no_file,0,0,,
TKBS-TT-14,TapeTech,variation,no_file,0,0,,
TKSS-TT,TapeTech,variable,no_file,0,0,,
TKSS-TT-8,TapeTech,variation,no_file,0,0,,
TKSS-TT-10,TapeTech,variation,no_file,0,0,,
TKSS-TT-12,TapeTech,variation,no_file,0,0,,
TKSS-TT-14,TapeTech,variation,no_file,0,0,,
TMK01TT,TapeTech,simple,unchanged,5,5,,
TTBBS,TapeTech,simple,unchanged,3,3,,
TTBTS,TapeTech,simple,unchanged,2,2,,
TTCFS,TapeTech,simple,unchanged,2,2,,
TTPFB,TapeTech,simple,unchanged,2,2,,
TTPPS,TapeTech,simple,unchanged,8,8,,
TTPPS-EF,TapeTech,simple,unchanged,7,7,,
TTPSS,TapeTech,simple,unchanged,6,6,,
TTSFS,TapeTech,simple,unchanged,2,2,,
TTSFS-2,TapeTech,simple,unchanged,4,4,,
VGAUGE180,TapeTech,simple,unchanged,2,2,,
VGAUGE200,TapeTech,simple,unchanged,2,2,,
VMARG05,TapeTech,simple,unchanged,2,2,,
VMARG06,TapeTech,simple,unchanged,2,2,,
VMARG08,TapeTech,simple,unchanged,2,2,,
VMARGSET0506,TapeTech,simple,unchanged,2,2,,
VROUND55,TapeTech,simple,unchanged,2,2,,
VTRIAN55,TapeTech,simple,unchanged,2,2,,
XHTT,TapeTech,simple,unchanged,10,10,,
CFTT,TapeTech,simple,unchanged,5,5,,
MP12TT,TapeTech,simple,unchanged,7,7,,
SSDA,TapeTech,simple,unchanged,7,7,,
T14CF,TapeTech,simple,unchanged,1,1,,
TTCFS-M,TapeTech,simple,unchanged,1,1,,
