Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 used for variations,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 used for variations,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 used for variations,Attribute 3 global,Meta: _mpn
variation,FFB32__COL-CORNER-FLUSHER-BOX-REPAIR-PARTS,,Columbia Door Stop (FFB32),1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,1,,,3.00,Drywall Finishing Tools > Columbia Taping Tools > Parts,"Columbia, Parts, colombia",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-corner-flusher-box-repair-parts-FFB32-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-flat-finishing-box-repair-parts-FFB32-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-hinged-nailspotter-repair-parts-FFB32-01.webp,,,COL-CORNER-FLUSHER-BOX-REPAIR-PARTS,,,,,,29,Columbia Taping Tools,Part Number,FFB32 - Door Stop,,1,1,,,,,,,,,,,FFB32
variation,FFB32A__COL-CORNER-FLUSHER-BOX-REPAIR-PARTS,,Columbia Thumb Release Clip Screw (FFB32A),1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,1,,,2.00,Drywall Finishing Tools > Columbia Taping Tools > Parts,"Columbia, Parts, colombia",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-corner-flusher-box-repair-parts-FFB32A-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-flat-finishing-box-repair-parts-FFB32A-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-hinged-nailspotter-repair-parts-FFB32A-01.webp,,,COL-CORNER-FLUSHER-BOX-REPAIR-PARTS,,,,,,30,Columbia Taping Tools,Part Number,FFB32A - Thumb Release Clip Screw,,1,1,,,,,,,,,,,FFB32A
simple,FCMR1.5X18MM,,Columbia Corner Mud Roller Replacement,1,0,visible,"The Mud Roller from Columbia Tools – the ultimate solution for fast, smooth, and efficient coating applications. Designed for professionals, this innovative mud roller ensures consistent coating thickness and minimal effort for every pass.","<p>The Mud Roller from Columbia Tools – the ultimate solution for fast, smooth, and efficient coating applications. Designed for professionals, this innovative mud roller ensures consistent coating thickness and minimal effort for every pass.</p> <p>For a flawless finish and faster results, the Mud Roller from Columbia Tools is your go-to solution for any coating job.</p> <h3>Key Features </h3> <ul> <li> <strong>Increased Coating Capacity</strong>: Holds 20% to 50% more coating, reducing refills and boosting efficiency. </li> <li> <strong>Acme Thread</strong>: Works with any paint handle or any Columbia one handle with the Paint Handle Adapter (PHA). </li> <li> <strong>Perfect Flat Finish</strong>: Delivers smooth, even coverage with no smudging. </li> <li> <strong>Self-Refilling Design</strong>: Refills automatically from excess coating for continuous coverage. </li> <li> <strong>High-Resilience Fibers</strong>: Advanced polyamide fibers ensure uniform application and even release. </li> <li> <strong>Anti-Splash Technology</strong>: Minimizes splatter for a cleaner workspace. </li> <li> <strong>Easy to Clean</strong>: Low-maintenance with quick fiber cleaning. </li> <li> <strong>Versatile Application</strong>: Works with paste coatings, Airless machine coatings, and fluid powder coatings. </li> <li> <strong>Multiple Size Options</strong>: Available in sizes from 1.5” Corner Mud Roller, 3” Mud Roller and 9” Mud Roller. </li> </ul>",,,taxable,,1,,,0,0,0.1,,,,1,,,23.00,Drywall Finishing Tools > Columbia Taping Tools > Taping & Finishing Tools,"Columbia, FCMR1.5X18MM, Taping & Finishing Tools, compound roller, mud roller, plastering roller",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-bullnose-outside-corner-roller-CBNCR-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-european-micro-outside-corner-roller-COBCRE-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-inside-corner-roller-CR-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-standard-outside-corner-roller-COBCR-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-wide-outside-corner-roller-COBCRW-01.webp,,,,,,,,,0,Columbia Taping Tools,,,,,,,,,,,,,,,,FCMR1.5X18MM
simple,FMRAF1.5,,Columbia Corner Mud Roller with Acme Thread Roller Frame,1,0,visible,"The Mud Roller from Columbia Tools – the ultimate solution for fast, smooth, and efficient coating applications. Designed for professionals, this innovative mud roller ensures consistent coating thickness and minimal effort for every pass.","<p>The Mud Roller from Columbia Tools – the ultimate solution for fast, smooth, and efficient coating applications. Designed for professionals, this innovative mud roller ensures consistent coating thickness and minimal effort for every pass.</p> <p>For a flawless finish and faster results, the Mud Roller from Columbia Tools is your go-to solution for any coating job.</p> <h3>Key Features </h3> <ul> <li> <strong>Increased Coating Capacity</strong>: Holds 20% to 50% more coating, reducing refills and boosting efficiency. </li> <li> <strong>Acme Thread</strong>: Works with any paint handle or any Columbia one handle with the Paint Handle Adapter (PHA). </li> <li> <strong>Perfect Flat Finish</strong>: Delivers smooth, even coverage with no smudging. </li> <li> <strong>Self-Refilling Design</strong>: Refills automatically from excess coating for continuous coverage. </li> <li> <strong>High-Resilience Fibers</strong>: Advanced polyamide fibers ensure uniform application and even release. </li> <li> <strong>Anti-Splash Technology</strong>: Minimizes splatter for a cleaner workspace. </li> <li> <strong>Easy to Clean</strong>: Low-maintenance with quick fiber cleaning. </li> <li> <strong>Versatile Application</strong>: Works with paste coatings, Airless machine coatings, and fluid powder coatings. </li> <li> <strong>Multiple Size Options</strong>: Available in sizes from 1.5” Corner Mud Roller, 3” Mud Roller and 9” Mud Roller. </li> </ul> <p><em>Note: Extension handle NOT included.</em></p>",,,taxable,,1,,,0,0,1,,,,1,,,34.00,Drywall Finishing Tools > Columbia Taping Tools > Taping & Finishing Tools,"Columbia, FMRAF1.5, Taping & Finishing Tools, compound roller, mud roller, plastering roller",,,,,,,,,,,0,Columbia Taping Tools,,,,,,,,,,,,,,,,FMRAF1.5
simple,CR,,Columbia Inside Corner Roller (CR),1,0,visible,Our Inside Corner Roller offers the easiest roll in the industry.,<p>Our Inside Corner Roller offers the easiest roll in the industry. With our split wheel design tapes do not drag upon initial contact. The tape immediately imbeds in the corner with all unneeded compound being pushed out from behind.</p> <h4>FEATURES:</h4> <ul> <li>Innovative split wheel design</li> <li>Cast aluminum body</li> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>,,,taxable,,1,,,0,0,3,,,,1,,,141.00,Drywall Finishing Tools > Columbia Taping Tools > Automatic Taping Tools,"Automatic Taping Tools, Columbia, colombia, columbia corner roller, corner roller, cr, roller, semi automatic",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-inside-corner-roller-CR-01.webp,,,,,,,,,0,Columbia Taping Tools,,,,,,,,,,,,,,,,CR
variable,COL-CORNER-ROLLER-REPAIR-PARTS,,Columbia Corner Roller Repair Parts,1,0,visible,Download Schematic,<h3>Corner Roller Schematic (2014)</h3> <p><a>Download Schematic</a></p>,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Taping Tools > Parts,"Columbia, Parts, colombia",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-bullnose-outside-corner-roller-CBNCR-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-european-micro-outside-corner-roller-COBCRE-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-inside-corner-roller-CR-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-standard-outside-corner-roller-COBCR-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-wide-outside-corner-roller-COBCRW-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/tapetech-corner-roller-wheel-repair-kit-501RSE-01.webp,,,,,,,,,0,Columbia Taping Tools,Part Number,"CR1 - Head Casting | CR2 - Roller (2 piece - nylatron/steel) | CR3 - Bearing Sleeve | CR4 - Cut Washer | CR6 - Handle Mounting Swivel | CR11 - Handle Connecting Link | CR12 - Swivel Coupling Pin | FA262 - 8-32 x 1/2"" Socket | FA288 - 1/4"" X 3/4"" Split Pin | FA299 - 1/4-20 x 1 1/2"" Pan Phillips",1,1,1,,,,,,,,,,,"CR1, CR2, CR-3, CR4, CR6, CR11, CR12, FA262, FA288, FA299"
variation,CR1,,Columbia Head Casting (CR1),1,0,visible,,,,,taxable,,0,,,0,0,0.02,,,,1,,,40.00,Drywall Finishing Tools > Columbia Taping Tools > Parts,"Columbia, Parts, colombia",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-corner-roller-repair-parts-CR1-01.webp,,,COL-CORNER-ROLLER-REPAIR-PARTS,,,,,,1,Columbia Taping Tools,Part Number,CR1 - Head Casting,,1,1,,,,,,,,,,,CR1
variation,CR2,,Columbia Roller (2 piece - nylatron/steel) (CR2),1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,1,,,12.00,Drywall Finishing Tools > Columbia Taping Tools > Parts,"Columbia, Parts, colombia",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-corner-roller-repair-parts-CR2-01.webp,,,COL-CORNER-ROLLER-REPAIR-PARTS,,,,,,2,Columbia Taping Tools,Part Number,CR2 - Roller (2 piece - nylatron/steel),,1,1,,,,,,,,,,,CR2
variation,CR-3,,Columbia Bearing Sleeve (CR-3),1,0,visible,,,,,taxable,,0,,,0,0,0.02,,,,1,,,13.00,Drywall Finishing Tools > Columbia Taping Tools > Parts,"Columbia, Parts, colombia",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-corner-roller-repair-parts-CR-3-01.webp,,,COL-CORNER-ROLLER-REPAIR-PARTS,,,,,,3,Columbia Taping Tools,Part Number,CR3 - Bearing Sleeve,,1,1,,,,,,,,,,,CR-3
variation,CR4,,Columbia Cut Washer (CR4),1,0,visible,,,,,taxable,,0,,,0,0,0.02,,,,1,,,3.00,Drywall Finishing Tools > Columbia Taping Tools > Parts,"Columbia, Parts, colombia",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-corner-roller-repair-parts-CR4-01.webp,,,COL-CORNER-ROLLER-REPAIR-PARTS,,,,,,4,Columbia Taping Tools,Part Number,CR4 - Cut Washer,,1,1,,,,,,,,,,,CR4
variation,CR6,,Columbia Handle Mounting Swivel (CR6),1,0,visible,,,,,taxable,,0,,,0,0,0.02,,,,1,,,16.00,Drywall Finishing Tools > Columbia Taping Tools > Parts,"Columbia, Parts, colombia",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-corner-roller-repair-parts-CR6-01.webp,,,COL-CORNER-ROLLER-REPAIR-PARTS,,,,,,5,Columbia Taping Tools,Part Number,CR6 - Handle Mounting Swivel,,1,1,,,,,,,,,,,CR6
variation,CR11,,Columbia Handle Connecting Link (CR11),1,0,visible,,,,,taxable,,0,,,0,0,0.02,,,,1,,,27.00,Drywall Finishing Tools > Columbia Taping Tools > Parts,"Columbia, Parts, colombia",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-corner-roller-repair-parts-CR11-01.webp,,,COL-CORNER-ROLLER-REPAIR-PARTS,,,,,,6,Columbia Taping Tools,Part Number,CR11 - Handle Connecting Link,,1,1,,,,,,,,,,,CR11
variation,CR12,,Columbia Swivel Coupling Pin (CR12),1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,1,,,4.00,Drywall Finishing Tools > Columbia Taping Tools > Parts,"Columbia, Parts, colombia",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-corner-roller-repair-parts-CR12-01.webp,,,COL-CORNER-ROLLER-REPAIR-PARTS,,,,,,7,Columbia Taping Tools,Part Number,CR12 - Swivel Coupling Pin,,1,1,,,,,,,,,,,CR12
variation,FA262__COL-CORNER-ROLLER-REPAIR-PARTS,,"Columbia 8-32 x 1/2"" Socket (FA262)",1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,1,,,2.00,Drywall Finishing Tools > Columbia Taping Tools > Parts,"Columbia, Parts, colombia",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-corner-flusher-box-repair-parts-FA262-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-8-32-x-1-2-socket-hd-screw-FA262-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-corner-roller-repair-parts-FA262-01.webp,,,COL-CORNER-ROLLER-REPAIR-PARTS,,,,,,8,Columbia Taping Tools,Part Number,"FA262 - 8-32 x 1/2"" Socket",,1,1,,,,,,,,,,,FA262
variation,FA288,,"Columbia 1/4"" X 3/4"" Split Pin (FA288)",1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,1,,,2.00,Drywall Finishing Tools > Columbia Taping Tools > Parts,"Columbia, Parts, colombia",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-corner-roller-repair-parts-FA288-01.webp,,,COL-CORNER-ROLLER-REPAIR-PARTS,,,,,,9,Columbia Taping Tools,Part Number,"FA288 - 1/4"" X 3/4"" Split Pin",,1,1,,,,,,,,,,,FA288
variation,FA299,,"Columbia 1/4-20 x 1 1/2"" Pan Phillips (FA299)",1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,1,,,4.00,Drywall Finishing Tools > Columbia Taping Tools > Parts,"Columbia, Parts, colombia",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-corner-roller-repair-parts-FA299-01.webp,,,COL-CORNER-ROLLER-REPAIR-PARTS,,,,,,10,Columbia Taping Tools,Part Number,"FA299 - 1/4-20 x 1 1/2"" Pan Phillips",,1,1,,,,,,,,,,,FA299
simple,CRA-2,,Columbia Corner Roller Wheel Replacement Kit,1,0,visible,,,,,taxable,,1,,,0,0,0.15,,,,1,,,118.00,Drywall Finishing Tools > Columbia Taping Tools > Parts,"Columbia, Parts, colombia",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-corner-roller-wheel-replacement-kit-cra-2-cra-2-01.webp,,,,,,,,,0,Columbia Taping Tools,,,,,,,,,,,,,,,,CRA-2
simple,CTA-41,,Columbia Cutter Block Assembly Maintenance Kit,1,0,visible,,,,,taxable,,1,,,0,0,0.15,,,,1,,,121.00,Drywall Finishing Tools > Columbia Taping Tools > Parts,"CTA-41, CTA41, Columbia, Parts, colombia",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-cutter-block-assembly-maintenance-kit-cta-41-01.webp,,,,,,,,,0,Columbia Taping Tools,,,,,,,,,,,,,,,,CTA-41
variable,COL-DIRECT-FLUSHER,,Columbia Direct Flusher,1,0,visible,"Columbia Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them.","<p>Columbia Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them.</p> <h4>Features </h4> <ul> <li>Precision hand ground and set</li> <li>5 designs: 2.5"", 3"", 3"" Widetrack, 3.5"", 4""</li> <li>Wheels come standard</li> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Taping Tools > Semi-Automatic Taping Tools,"2.5DF, 3.5DF, 3DF, 3WTDF, 4DF, Columbia, Semi Automatic Taping Tools, colombia, direct flusher, flusher, semi automatic",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-direct-corner-flusher-3-inch-wide-track-3WTDF-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-direct-corner-flusher-4-4DF-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-direct-plate-flusher-CF1B-01.webp,,,,,,,,,0,Columbia Taping Tools,Size,"2.5"" | 3"" | 3"" Widetrack | 3.5"" | 4""",1,1,1,,,,,,,,,,,"2.5DF, 3DF, 3WTDF, 3.5DF, 4DF"
variation,2.5DF,,Columbia Direct Flusher,1,0,visible,,,,,taxable,,1,,,0,0,1,,,,1,,,95.00,Drywall Finishing Tools > Columbia Taping Tools > Semi-Automatic Taping Tools,"2.5DF, 3.5DF, 3DF, 3WTDF, 4DF, Columbia, Semi Automatic Taping Tools, colombia, direct flusher, flusher, semi automatic",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-direct-corner-flusher-2-5-inch-2-5DF-01.webp,,,COL-DIRECT-FLUSHER,,,,,,1,Columbia Taping Tools,Size,"2.5""",,1,1,,,,,,,,,,,2.5DF
variation,3DF,,Columbia Direct Flusher,1,0,visible,,,,,taxable,,1,,,0,0,1,,,,1,,,97.00,Drywall Finishing Tools > Columbia Taping Tools > Semi-Automatic Taping Tools,"2.5DF, 3.5DF, 3DF, 3WTDF, 4DF, Columbia, Semi Automatic Taping Tools, colombia, direct flusher, flusher, semi automatic",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-direct-corner-flusher-3-inch-wide-track-3WTDF-01.webp,,,COL-DIRECT-FLUSHER,,,,,,2,Columbia Taping Tools,Size,"3""",,1,1,,,,,,,,,,,3DF
variation,3WTDF,,Columbia Direct Flusher,1,0,visible,,,,,taxable,,1,,,0,0,1,,,,1,,,101.00,Drywall Finishing Tools > Columbia Taping Tools > Semi-Automatic Taping Tools,"2.5DF, 3.5DF, 3DF, 3WTDF, 4DF, Columbia, Semi Automatic Taping Tools, colombia, direct flusher, flusher, semi automatic",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-direct-corner-flusher-3-inch-wide-track-3WTDF-01.webp,,,COL-DIRECT-FLUSHER,,,,,,3,Columbia Taping Tools,Size,"3"" Widetrack",,1,1,,,,,,,,,,,3WTDF
variation,3.5DF,,Columbia Direct Flusher,1,0,visible,,,,,taxable,,1,,,0,0,1,,,,1,,,103.00,Drywall Finishing Tools > Columbia Taping Tools > Semi-Automatic Taping Tools,"2.5DF, 3.5DF, 3DF, 3WTDF, 4DF, Columbia, Semi Automatic Taping Tools, colombia, direct flusher, flusher, semi automatic",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-direct-corner-flusher-3-inch-wide-track-3WTDF-01.webp,,,COL-DIRECT-FLUSHER,,,,,,4,Columbia Taping Tools,Size,"3.5""",,1,1,,,,,,,,,,,3.5DF
variation,4DF,,Columbia Direct Flusher,1,0,visible,,,,,taxable,,1,,,0,0,1,,,,1,,,108.00,Drywall Finishing Tools > Columbia Taping Tools > Semi-Automatic Taping Tools,"2.5DF, 3.5DF, 3DF, 3WTDF, 4DF, Columbia, Semi Automatic Taping Tools, colombia, direct flusher, flusher, semi automatic",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-direct-corner-flusher-3-inch-wide-track-3WTDF-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-direct-corner-flusher-4-4DF-01.webp,,,COL-DIRECT-FLUSHER,,,,,,5,Columbia Taping Tools,Size,"4""",,1,1,,,,,,,,,,,4DF
simple,COLHTBDL7,,Columbia Essentials Stainless Steel Putty Knife Set with Bucket,1,0,visible,"Designed for precision, strength, signed for precision, strength, and flexibility.","<h3>Features</h3> <p>Designed for precision, strength, signed for precision, strength, and flexibility.</p> <ul> <li>Premium Stainless Steel</li> <li>Nylon Handle with Hammer Head</li> <li>Versatile Design</li> </ul>",,,taxable,,1,,,0,0,,,,,1,,,51.00,Drywall Finishing Tools > Columbia Taping Tools > Taping & Finishing Tools,"Columbia, Taping & Finishing Tools, hand tool set",,,,,,,,,,,0,Columbia Taping Tools,,,,,,,,,,,,,,,,COLHTBDL7
simple,CEXT90,,Columbia External Corner Applicator (CEXT90),1,0,visible,"The Columbia External 90 ° Mud Applicator works for all sizes of outside bead as it puts out 3 layers of mud, one in the middle, and one on each side.","<p>The Columbia External 90 ° Mud Applicator works for all sizes of outside bead as it puts out 3 layers of mud, one in the middle, and one on each side. The amount of pressure applied to the tube will dictate how much mud you need for larger or smaller bead. These applicators are machined from solid billet aluminum and are very accurate as their Delrin wheels glide along the wall.</p> <h4>FEATURES:</h4> <ul> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>",,,taxable,,1,,,0,0,1,,,,1,,,97.00,Drywall Finishing Tools > Columbia Taping Tools > Semi-Automatic Taping Tools,"CEXT90, Columbia, Semi Automatic Taping Tools, applicator, colombia, external 90, external applicator, semi automatic",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-external-corner-applicator-CEXT90-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-external-corner-applicator-CEXT90-02.webp,,,,,,,,,0,Columbia Taping Tools,,,,,,,,,,,,,,,,CEXT90
variable,COL-FFB,,Columbia Flat Finishing Box,1,0,visible,"Professional Columbia Flat Finishing Box (5.5""–14"") engineered for the smoothest application and extreme durability. Hand-made billet aluminum construction.","<p>Columbia Flat Finishing Boxes are professional-grade tools designed to deliver the smoothest finish on flat and butt joints. Available in a full range of sizes including 5.5"", 7"", 8"", 10"", 12"", and 14"", these boxes are meticulously built and fine-tuned for years of reliable performance. Featuring a manual sweeping grip for tight spaces and a bead wheel to protect the axle from wear, Columbia Flat Boxes are widely recognized as the easiest to push in the industry. Hand-made from U.S. billet aluminum and steel, they offer unmatched durability and precision for professional drywall contractors.</p><ul><li><strong>Industry-Leading Smoothness:</strong> Renowned for being the easiest-to-push finishing boxes on the market.</li><li><strong>Precision Metering:</strong> Delivers flawless, consistent compound application for paint-ready joints.</li><li><strong>Maneuverability:</strong> Features a manual sweeping grip for high performance in confined spaces.</li><li><strong>Durable Billet Construction:</strong> Built from premium materials in Canada for extreme job site longevity.</li><li><strong>Full Size Range:</strong> Available in 5.5"", 7"", 8"", 10"", 12"", and 14"" widths.</li></ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Taping Tools > Automatic Taping Tools,"10FBB, 12FBB, 5.5FBB, 8FBB, Automatic Taping Tools, Columbia, colombia, finishing box, flat box, flatbox",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-flat-box-handle-FLAT-BOX-HANDLE-01.webp,,,,,,,,,0,Columbia Taping Tools,Size,"5.5"" | 8"" | 10"" | 12""",1,1,1,,,,,,,,,,,"5.5FBBB, 8FBBB, 10FBBB, 12FBBB"
variation,5.5FBBB,,Columbia Fat Boy Finishing Box,1,0,visible,,,,,taxable,,1,,,0,0,3,,,,1,,,382.00,Drywall Finishing Tools > Columbia Taping Tools > Automatic Taping Tools,"10FBB, 12FBB, 5.5FBB, 8FBB, Automatic Taping Tools, Columbia, colombia, finishing box, flat box, flatbox",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp,,,COL-FFB,,,,,,1,Columbia Taping Tools,Size,"5.5""",,1,1,,,,,,,,,,,5.5FBBB
variation,8FBBB,,Columbia Fat Boy Finishing Box,1,0,visible,,,,,taxable,,1,,,0,0,3,,,,1,,,400.00,Drywall Finishing Tools > Columbia Taping Tools > Automatic Taping Tools,"10FBB, 12FBB, 5.5FBB, 8FBB, Automatic Taping Tools, Columbia, colombia, finishing box, flat box, flatbox",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp,,,COL-FFB,,,,,,2,Columbia Taping Tools,Size,"8""",,1,1,,,,,,,,,,,8FBBB
variation,10FBBB,,Columbia Fat Boy Finishing Box,1,0,visible,,,,,taxable,,1,,,0,0,3,,,,1,,,405.00,Drywall Finishing Tools > Columbia Taping Tools > Automatic Taping Tools,"10FBB, 12FBB, 5.5FBB, 8FBB, Automatic Taping Tools, Columbia, colombia, finishing box, flat box, flatbox",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp,,,COL-FFB,,,,,,3,Columbia Taping Tools,Size,"10""",,1,1,,,,,,,,,,,10FBBB
variation,12FBBB,,Columbia Fat Boy Finishing Box,1,0,visible,,,,,taxable,,1,,,0,0,3,,,,1,,,413.00,Drywall Finishing Tools > Columbia Taping Tools > Automatic Taping Tools,"10FBB, 12FBB, 5.5FBB, 8FBB, Automatic Taping Tools, Columbia, colombia, finishing box, flat box, flatbox",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp,,,COL-FFB,,,,,,4,Columbia Taping Tools,Size,"12""",,1,1,,,,,,,,,,,12FBBB
variable,COL-FAT-BOY-HINGE-BOX-END-PLATE,,Columbia Fat Boy Hinge Box End Plate (New Style),1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Taping Tools > Parts,"Columbia, Parts",,,,,,,,,,,0,Columbia Taping Tools,Style,Left Side | Right Side,1,1,1,,,,,,,,,,,"HFBB3, HFBB3A"
variation,HFBB3,,Columbia Fat Boy Hinge Box End Plate (New Style),1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,37.00,Drywall Finishing Tools > Columbia Taping Tools > Parts,"Columbia, Parts",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-fat-boy-hinge-box-end-plate-new-style-HFBB3-01.webp,,,COL-FAT-BOY-HINGE-BOX-END-PLATE,,,,,,1,Columbia Taping Tools,Style,Left Side,,1,1,,,,,,,,,,,HFBB3
variation,HFBB3A,,Columbia Fat Boy Hinge Box End Plate (New Style),1,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,37.00,Drywall Finishing Tools > Columbia Taping Tools > Parts,"Columbia, Parts",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/05/columbia-fat-boy-hinge-box-end-plate-new-style-HFBB3A-01.webp,,,COL-FAT-BOY-HINGE-BOX-END-PLATE,,,,,,2,Columbia Taping Tools,Style,Right Side,,1,1,,,,,,,,,,,HFBB3A
